,0,1,2,3,4,5,6,mean
0,747.0,623.9642857142857,615.601593625498,815.5491071428571,846.4471830985915,651.6145454545455,573.4081632653061,696.2264111858692
1,832.628,757.431718061674,698.4941176470588,906.9868421052631,890.0664335664336,752.7700729927008,691.2837837837837,789.9515668795591
2,939.4274193548387,964.991341991342,788.94921875,1017.0869565217391,922.2334494773519,887.1501831501831,827.3221476510067,906.7372452709232
3,1056.2429149797572,1209.5744680851064,900.2093023255813,1153.901287553648,983.6332179930796,1079.5128205128206,1013.1812080536913,1056.6078885005263
4,1166.2226720647773,1387.927966101695,1025.5232558139535,1338.1914893617022,1102.2920962199312,1316.3479853479853,1245.5,1226.000780701435
5,1279.821138211382,1481.5252100840337,1174.929961089494,1586.2820512820513,1269.0616438356165,1599.018315018315,1474.0662251655629,1409.2435063837795
6,1371.0409836065573,1544.6333333333334,1360.8832684824902,1885.844827586207,1427.381443298969,1961.1328413284132,1670.4851485148515,1603.0574065929745
7,1482.2116182572613,1613.7520661157025,1628.2140077821011,2196.1622807017543,1556.2241379310344,2431.5468164794006,1861.5,1824.2301324667508
8,1610.3983050847457,1714.5,2025.9494163424124,2520.4285714285716,1641.7335640138408,2983.2030651340997,2022.5718954248366,2074.112116775501
9,1807.9137931034484,1870.5435684647302,2547.214285714286,2834.246575342466,1732.9059233449477,3579.4745098039216,2078.325732899023,2350.089198381832
10,2039.4052863436123,2134.4518828451883,3110.032258064516,3076.836448598131,1900.338028169014,4206.422310756972,2071.2638436482084,2648.3928654893775
11,2359.864253393665,2499.978813559322,3542.1475409836066,3241.4545454545455,2136.729537366548,4849.748987854251,2052.3627450980393,2954.612346244282
12,2763.0967741935483,2925.540772532189,3907.5564853556484,3288.1268292682926,2402.516245487365,5531.698347107438,2108.717105263158,3275.3217941725197
13,3303.4928909952605,3342.240174672489,4306.380341880342,3280.8832487309646,2665.8864468864467,6156.470588235294,2256.973509933775,3616.0467430477956
14,3998.0682926829268,3800.5422222222223,4830.891304347826,3219.7291666666665,2916.1226765799256,6627.317596566523,2436.8361204013377,3975.64391135249
15,4849.333333333333,4254.420091324201,5462.237668161435,3204.2085561497324,3124.177358490566,7096.973568281938,2579.848484848485,4367.314151512813
16,5782.239795918367,4671.995348837209,6027.392694063927,3143.664835164835,3283.2115384615386,7447.148648648648,2644.5068027210887,4714.308523402231
17,6774.275132275132,4939.521531100479,6481.532710280374,3029.7102272727275,3334.2549019607845,7683.51376146789,2685.7079037800686,4989.788024019637
18,7833.803278688524,5053.029268292683,6728.966346153846,2867.1695906432747,3363.3505976095616,7766.300469483568,2746.3298245614037,5194.135625061838
19,9010.920903954802,5030.91959798995,6813.882352941177,2651.6484848484847,3347.142276422764,7683.468599033817,2736.4697508896797,5324.921709440096
20,10181.233918128655,4936.922680412371,6775.177664974619,2440.38125,3340.7396694214876,7305.084577114428,2643.3826714801444,5374.703204504529
21,11000.71515151515,4662.224598930481,6580.84375,2213.8076923076924,3345.9830508474574,6900.276923076923,2509.448529411765,5316.185670869924
22,11651.291139240506,4420.917582417583,6330.673796791444,1944.1006711409395,3390.3246753246754,6430.005235602094,2431.456928838951,5228.395718479456
23,12014.758169934641,4080.7371428571428,6113.989010989011,1721.423611111111,3393.885462555066,5861.5513513513515,2372.4007633587785,5079.8207874510135
24,12137.63698630137,3865.6235294117646,5833.154285714286,1483.071942446043,3428.0765765765764,5416.469273743017,2347.8125,4930.263584884722
25,12361.198581560284,3624.2804878048782,5483.041176470589,1297.659090909091,3472.671296296296,4833.7341040462425,2314.760956175299,4769.62081332324
26,12503.492537313432,3394.276729559748,5266.662576687117,1167.9055118110236,3618.942857142857,4274.732142857143,2297.857723577236,4646.267154135508
27,12382.110236220473,3180.7631578947367,5057.664556962025,1057.6333333333334,3778.1747572815534,3657.6913580246915,2264.560669456067,4482.656867024697
28,12085.418032786885,2929.6849315068494,4797.328947368421,978.6173913043478,3927.01,3199.283870967742,2223.2978723404253,4305.805863753524
29,11738.684210526315,2752.4751773049647,4546.855172413793,894.348623853211,4005.824742268041,2765.7449664429532,2187.311403508772,4127.320613759721
30,11512.363636363636,2619.3259259259257,4338.262773722628,845.1650485436893,3961.2127659574467,2399.887323943662,2148.0582959641256,3974.896538631587
31,11117.685714285713,2539.3953488372094,4246.613636363636,814.6354166666666,3763.497267759563,2005.0735294117646,2134.336405529954,3803.0339026935007
32,10705.298969072164,2366.3821138211383,4195.192,777.2613636363636,3560.2134831460676,1654.3720930232557,2128.5971563981043,3626.759597013871
33,10726.337078651686,2185.1111111111113,4099.218487394958,761.7710843373494,3356.7176470588233,1398.1639344262296,2116.454106280193,3520.5390641800504
34,11046.560975609756,2064.339285714286,4012.309734513274,747.8831168831168,3142.9151515151516,1214.6637931034484,2117.3582089552237,3478.0043237563223
35,11595.554054054053,1930.6203703703704,3886.0188679245284,736.0416666666666,2899.188679245283,1048.909090909091,2118.6102564102566,3459.2775693686076
36,12419.34328358209,1800.8349514563106,3732.0686274509803,712.5820895522388,2680.625,940.7864077669902,2102.084656084656,3484.046430841895
37,13275.813559322034,1721.2164948453608,3608.0625,702.75,2434.9724137931034,870.8350515463917,2116.5164835164837,3532.8809290033387
38,14114.442307692309,1657.5434782608695,3511.087912087912,682.7818181818182,2190.5285714285715,810.032967032967,2104.590909090909,3581.572566253622
39,15060.31111111111,1614.6744186046512,3432.4285714285716,676.2244897959183,1984.2313432835822,763.0963855421687,2086.3976608187136,3659.623425797817
40,16578.72972972973,1565.9875,3431.3815789473683,666.047619047619,1799.5546875,725.9342105263158,2035.3231707317073,3828.9940709261055
41,18471.964285714286,1541.68,3448.0140845070423,658.6842105263158,1669.3666666666666,703.5,1974.2356687898089,4066.7778451720174
42,20711.222222222223,1519.2173913043478,3342.777777777778,650.7878787878788,1564.6,697.171875,1919.682119205298,4343.637037756789
43,21748.333333333332,1477.546875,3132.8214285714284,666.4137931034483,1503.7706422018348,678.9661016949152,1876.3287671232877,4440.597277289749
44,21583.0,1444.1186440677966,2866.3061224489797,649.5652173913044,1447.4466019417475,668.9245283018868,1837.5390070921985,4356.700017320559
45,,1431.245283018868,2731.813953488372,579.0,1403.0833333333333,653.804347826087,1794.875,1432.3036529444435
46,,1417.0212765957447,2691.9736842105262,,1372.4494382022472,666.4871794871794,1738.7575757575758,1577.3378308506549
47,,1392.9302325581396,2661.3529411764707,,1347.578313253012,651.0882352941177,1730.8346456692914,1556.7568735902064
48,,1359.027027027027,2635.5666666666666,,1328.3589743589744,642.16,1755.1311475409836,1544.0487631187302
49,,1307.53125,2654.1923076923076,,1347.9444444444443,632.7894736842105,1786.6923076923076,1545.829956702654
50,,1274.3703703703704,2628.2,,1340.7941176470588,651.0909090909091,1831.486725663717,1545.188424554411
51,,1299.3846153846155,2566.214285714286,,1330.758064516129,616.3333333333334,1889.787037037037,1540.4954671970802
52,,1295.1666666666667,2580.285714285714,,1347.2241379310344,,1963.388349514563,1796.5162170994945
53,,,2616.0,,1337.5740740740741,,2020.0,1991.1913580246912
54,,,,,1351.54,,2052.1612903225805,1701.8506451612902
55,,,,,1358.2727272727273,,2072.6629213483147,1715.4678243105209
56,,,,,1372.6153846153845,,2055.3411764705884,1713.9782805429863
57,,,,,1394.53125,,2008.4375,1701.484375
58,,,,,1409.9166666666667,,2012.6133333333332,1711.2649999999999
59,,,,,1411.4736842105262,,2080.855072463768,1746.1643783371471
60,,,,,1451.5714285714287,,2163.126984126984,1807.3492063492063
61,,,,,1449.0,,2315.0555555555557,1882.0277777777778
62,,,,,,,2531.3571428571427,2531.3571428571427
63,,,,,,,2510.03125,2510.03125
64,,,,,,,2260.464285714286,2260.464285714286
65,,,,,,,2067.1363636363635,2067.1363636363635
66,,,,,,,1973.8125,1973.8125
67,,,,,,,1927.3333333333333,1927.3333333333333
