,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,mean
12,6621.3494623655915,2811.377450980392,2457.011070110701,4007.5555555555557,2782.6157894736843,1415.025641025641,4052.540772532189,8956.4898989899,2094.4224137931033,2453.8264840182646,1960.0365853658536,1712.7929824561404,2443.480132450331,4590.661375661376,1984.3106796116506,6275.128865979382,5314.2,7834.526595744681,4038.985964912281,2990.1396825396823,10250.353174603175,5503.787234042553,1434.3201581027668,3704.0616113744077,2049.734693877551,3964.2266009852215,3561.6,6130.471264367816,4049.8225764614244
13,7165.912087912088,3084.175879396985,2602.9698113207546,4372.39603960396,3002.595744680851,1447.2900432900433,4514.681222707423,9206.11052631579,2246.039301310044,2601.474178403756,2020.9170124481327,1715.6214285714286,2517.5016722408027,5440.595628415301,1972.90099009901,7027.809523809524,5920.266949152542,8065.173913043478,4208.494699646643,3052.2475884244373,10656.407258064517,6292.17316017316,1429.9397590361446,4202.033980582524,2110.602510460251,4311.0,4008.8515625,6527.497041420118,4347.274268322489
14,7616.375,3274.9128205128204,2729.9463601532566,4722.489898989899,3145.75,1460.4933920704846,4981.294642857143,9313.494623655914,2345.433628318584,2746.0576923076924,2063.6949152542375,1712.7065217391305,2554.894557823129,6355.374301675977,1942.746192893401,7696.156756756757,6460.379310344828,8191.648044692737,4414.176258992806,3130.846405228758,11070.45867768595,7036.325991189427,1440.2367346938775,4798.069306930693,2174.876595744681,4679.610256410257,4445.378486055777,6687.2760736196315,4613.967980235638
15,7930.4678362573095,3422.3894736842103,2834.260700389105,5041.696335078534,3215.3166666666666,1492.2825112107623,5439.868181818182,9333.844444444445,2464.5336322869957,2893.128078817734,2118.025974025974,1691.8455882352941,2511.5102739726026,7353.132183908046,1907.9583333333333,8255.13407821229,6949.823788546256,8287.42774566474,4726.2344322344325,3227.784053156146,11544.45569620253,7862.807174887892,1438.6820083682007,5468.392857142857,2233.582608695652,5027.484042553191,4804.276422764227,6578.423076923077,4859.098864267167
16,8049.542682926829,3573.951612903226,2939.8293650793653,5311.60962566845,3301.932584269663,1499.0276497695852,5894.879069767442,9421.936781609196,2545.5825688073396,3029.459595959596,2141.8761061946902,1659.2537313432836,2443.8194444444443,8367.297619047618,1877.3829787234042,8869.878612716762,7494.153153153153,8402.820359281437,5065.278810408922,3327.6363636363635,11986.01724137931,8750.534246575342,1430.7649572649573,6072.58947368421,2351.702222222222,5272.353260869565,5023.331950207469,6377.82,5088.652216711211
17,7929.245283018868,3669.5810055865923,3019.080971659919,5612.8351648351645,3415.7848837209303,1489.7061611374409,6327.081339712919,9669.639053254437,2648.920930232558,3154.3489583333335,2143.41628959276,1617.942748091603,2359.9823943661972,9267.64417177914,1848.2983425414366,9445.378698224851,8027.601851851852,8526.316770186335,5392.257575757576,3456.5,12381.044052863435,9683.384976525822,1423.0960698689955,6677.8378378378375,2492.904109589041,5456.8258426966295,5241.1483050847455,6249.275862068966,5308.1099875149785
18,7659.026143790849,3777.3793103448274,3023.074074074074,5847.284090909091,3537.3630952380954,1489.608695652174,6705.014705882353,10109.319018404907,2738.8151658767774,3306.3279569892475,2139.6175115207375,1581.953307392996,2307.6272401433694,9991.890322580644,1842.1485714285714,10011.815950920245,8575.331753554503,8793.322580645161,5637.436293436293,3583.4513888888887,12782.414414414414,10533.01923076923,1379.1026785714287,7057.381215469613,2683.567441860465,5613.436046511628,5390.7532467532465,6176.321428571428,5509.778674306974
19,7514.72972972973,3838.455621301775,2971.326359832636,5924.641176470588,3677.5337423312885,1467.4179104477612,7097.39898989899,10407.371794871795,2764.24154589372,3428.9945054945056,2138.0521327014217,1588.9130434782608,2243.552727272727,10503.88,1799.429411764706,10581.52229299363,8959.490291262136,8936.161073825504,5742.9094488188975,3689.4432624113474,13066.824074074075,11301.812807881774,1331.7534246575342,7159.4457142857145,2906.0189573459716,5698.059523809524,5392.735682819383,6073.068181818182,5650.185122410485
20,7612.212765957447,3846.3558282208587,2895.4377682403433,5887.75,3731.6075949367087,1483.5,7404.947643979058,10790.701986754966,2811.0,3487.2329545454545,2111.0776699029125,1594.7004048582996,2188.39552238806,10879.232876712329,1778.8475609756097,11059.08552631579,9213.173267326732,9109.458333333334,5714.032258064516,3728.1841155234656,13074.193396226416,12153.878787878788,1288.2535211267605,7189.711764705882,3119.096618357488,5715.172839506173,5213.468181818182,5851.952755905511,5747.595069412897
21,7979.474074074074,3910.2974683544303,2791.3201754385964,5480.779874213837,3814.7385620915034,1506.390625,7656.385026737968,10930.055172413793,2834.959798994975,3594.4470588235295,2086.990049751244,1635.1410788381743,2142.2310606060605,11101.597122302159,1774.873417721519,11310.361111111111,9293.8,9065.78102189781,5596.037037037037,3712.3956043956046,12882.757281553399,13055.104712041884,1266.2392344497607,7133.012048192771,3302.228855721393,5701.787096774194,5022.486111111111,5617.95,5792.843595701713
22,8372.430769230768,3958.947712418301,2671.4594594594596,5026.4276315789475,3904.705479452055,1546.3387096774193,7893.044444444445,10956.474820143885,2865.204081632653,3723.294478527607,2045.8061224489795,1664.0805084745762,2108.7384615384617,11481.440298507463,1753.7565789473683,11200.142857142857,9255.523560209424,9004.272727272728,5382.7468354430375,3659.265917602996,12669.164179104477,13907.561497326204,1242.1960784313726,6979.05625,3546.6102564102566,5670.3489932885905,4891.142857142857,5428.728070175439,5814.603915572595
23,8829.90322580645,4005.4657534246576,2531.672811059908,4472.965753424657,3999.22695035461,1583.2596685082874,8147.5028571428575,10847.757575757576,2855.3368421052633,3797.5822784810125,1977.4712041884816,1693.594827586207,2102.1725490196077,11839.614173228347,1748.4829931972788,10956.194029850747,9035.362162162162,8642.611111111111,5131.396551724138,3619.2480916030536,12500.897959183674,14508.368131868132,1218.4010152284263,6986.123376623376,3750.278947368421,5584.180555555556,4677.610837438424,5169.259259259259,5793.283624723632
24,9326.71186440678,4054.1843971631206,2418.7323943661972,3907.95,4054.0220588235293,1626.3735632183907,8488.189349112426,10823.125984251968,2866.135135135135,3822.3552631578946,1911.0380434782608,1699.2177777777779,2095.088,12293.785123966942,1739.758865248227,11155.606299212599,8889.072222222223,8212.579831932773,4873.823788546256,3549.7743190661477,12291.03664921466,14970.308571428572,1202.2239583333333,6796.074829931973,3926.7243243243242,5641.883211678832,4558.060606060606,5071.940594059406,5795.20632236137
25,9767.401785714286,4035.686567164179,2333.5388349514565,3518.9323308270677,4072.923076923077,1678.473372781065,8902.780487804877,10747.841666666667,2863.223463687151,3879.22602739726,1857.5027932960893,1705.7692307692307,2080.4262295081967,12645.817391304348,1729.641791044776,11065.366666666667,8596.32183908046,7754.868421052632,4625.479820627803,3491.703557312253,12105.691891891893,15448.556213017751,1185.3563829787233,6634.255319148936,4022.825842696629,5780.401515151515,4350.683937823835,5025.553191489362,5782.366058884936
26,10064.822429906542,3982.1953125,2272.9554455445545,3249.9212598425197,4096.282258064516,1713.6951219512196,9299.286624203822,10811.389380530973,2876.2586206896553,3779.8992805755397,1805.3488372093022,1697.7720930232558,2063.702928870293,13016.145454545454,1699.5826771653544,10933.278260869565,8334.808383233532,7136.25,4365.566820276497,3461.566801619433,12071.81111111111,15984.829268292682,1171.624309392265,6526.529411764706,4047.316091954023,6012.787401574803,4301.489247311828,5053.113636363636,5779.65101672811
27,10243.1,3923.967213114754,2231.704081632653,3076.0245901639346,4106.777777777777,1731.4025157232704,9648.868421052632,10801.647619047619,2836.5476190476193,3704.872180451128,1715.357142857143,1699.052132701422,2024.5321888412018,13303.009708737864,1699.040650406504,10567.422018348623,8099.246913580247,6424.637254901961,4093.6350710900474,3417.38683127572,12115.820809248555,16220.666666666666,1148.3885714285714,6299.123076923077,4030.5325443786983,6362.126050420168,4176.172222222222,5161.738095238095,5745.099998831363
28,10203.189473684211,3860.1304347826085,2185.100529100529,2921.0877192982457,4083.1696428571427,1755.703947368421,9841.082758620689,10596.20202020202,2871.635802469136,3551.165354330709,1596.5987654320988,1690.4558823529412,1994.921052631579,13573.591836734693,1693.8620689655172,9984.98076923077,7775.783439490446,5782.4631578947365,3829.3058252427186,3396.8571428571427,12072.279761904761,16797.809210526317,1117.2882352941176,6268.435483870968,3962.9938271604938,6707.592920353983,4130.16,5278.544303797468,5697.22826308766
29,9966.921348314607,3714.927272727273,2108.1567567567567,2811.7102803738317,4087.622641509434,1768.5753424657535,9948.840579710144,10551.021505376344,2887.8853503184714,3502.1404958677685,1500.3974358974358,1674.9346733668342,1967.7098214285713,13921.097826086956,1683.5636363636363,9376.835051546392,7553.434210526316,5346.988764044944,3595.9402985074626,3358.6223175965665,11653.283950617284,16816.910344827586,1075.9756097560976,6044.273504273504,3872.3161290322582,7063.324074074074,4124.702380952381,5437.693333333334,5621.9930334161445
30,9456.333333333334,3506.5825242718447,2064.776536312849,2723.48,4158.089108910891,1770.8357142857142,9882.519083969466,10414.386363636364,2877.4834437086092,3483.095652173913,1419.1986754966888,1674.8958333333333,1956.1981566820277,14434.816091954022,1657.3846153846155,8698.066666666668,7203.568493150685,4915.729411764706,3436.0510204081634,3367.9823788546255,11020.077922077922,16685.15,1039.9554140127389,5777.109090909091,3784.973154362416,7442.378640776699,4193.658536585366,5532.732394366197,5520.625294906748
31,8888.189873417721,3267.7113402061855,2022.086705202312,2685.1157894736843,4266.442105263158,1768.9926470588234,9658.395161290322,10194.783132530121,2848.828767123288,3434.1100917431195,1328.25,1671.288770053476,1941.3427230046948,15014.710843373494,1647.17,8116.069767441861,6905.913669064748,4632.225,3259.6894736842105,3348.427927927928,10354.72972972973,15966.781954887218,1000.8013245033112,5357.428571428572,3705.634482758621,7826.949494949495,4255.006329113924,5605.298507462687,5391.8705065247395
32,8308.824324324325,2957.5393258426966,1996.8323353293413,2642.2696629213483,4358.056818181818,1770.8992248062016,9317.268907563026,9675.83116883117,2863.1560283687945,3395.7403846153848,1229.7246376811595,1654.3480662983425,1920.5,15826.727272727272,1633.1157894736841,7759.3456790123455,6620.022556390977,4470.92,3157.2594594594593,3359.7511520737326,9824.88111888112,15213.859375,972.2945205479452,4813.298969072165,3619.7753623188405,8238.191489361701,4336.615894039735,5583.539682539683,5268.592471630795
33,7661.333333333333,2655.5301204819275,1962.5864197530864,2622.397590361446,4518.83950617284,1747.144,9119.410714285714,9074.69014084507,2888.802919708029,3341.443298969072,1148.090909090909,1635.3863636363637,1896.955223880597,16575.625,1604.2444444444445,7557.636363636364,6333.007751937985,4435.871428571429,3058.9435028248586,3355.0616113744077,9416.286764705883,13750.72950819672,947.5827338129496,4154.549450549451,3606.503759398496,8722.377777777778,4513.104166666667,5500.525423728814,5135.880722433736
34,7028.6461538461535,2386.9605263157896,1938.716129032258,2603.012658227848,4718.621621621622,1771.9916666666666,9069.27358490566,8650.09090909091,2926.7272727272725,3323.5934065934066,1066.7301587301588,1622.154761904762,1846.502564102564,17271.44776119403,1571.9058823529413,7515.319444444444,6089.1557377049185,4382.227272727273,2989.601156069364,3344.626213592233,8999.446153846155,12455.293103448275,926.7045454545455,3546.8333333333335,3594.472,9375.376470588235,4635.253623188406,5305.290909090909,5034.141965028576
35,6459.737704918033,2181.5857142857144,1939.6644295302012,2583.0,4898.895522388059,1798.7391304347825,9196.732673267326,8286.830508474577,2962.779527559055,3425.3372093023254,1002.7916666666666,1604.8711656441717,1806.4338624338625,18021.508196721312,1535.2,7537.313432835821,5934.572649572649,4348.532258064516,2891.614457831325,3276.0248756218907,8692.688,10833.527272727273,905.484126984127,3095.128205128205,3618.3050847457625,10138.728395061727,4831.007518796992,5056.019607843137,4959.394757029983
36,5734.163636363636,1975.625,1975.4615384615386,2574.7014925373132,5182.492063492064,1830.2072072072071,9386.621052631579,8230.222222222223,3003.439024390244,3540.716049382716,923.8608695652174,1581.8525641025642,1769.358695652174,19044.763636363637,1509.3648648648648,7276.836065573771,5710.531531531532,4235.571428571428,2777.29375,3059.8871794871793,8398.917355371901,9763.582524271844,895.7666666666667,2778.3424657534247,3551.1238938053098,11205.21052631579,5003.071428571428,4523.239130434783,4908.650852271145
37,4869.340425531915,1785.2881355932204,1988.7372262773722,2541.0806451612902,5326.089285714285,1870.981308411215,9763.876404494382,8519.333333333334,3031.330508474576,3666.103896103896,829.1296296296297,1548.4496644295302,1755.7401129943503,20246.76,1474.3857142857144,6890.410714285715,5480.5,4215.25,2620.81935483871,2823.154255319149,8142.327586206897,8490.25,895.6260869565217,2561.68115942029,3556.2803738317757,12374.38028169014,5164.733333333334,3790.948717948718,4865.1067197952125
38,4486.333333333333,1649.9807692307693,1997.3076923076924,2536.9298245614036,5405.32,1925.6666666666667,10305.27380952381,9254.365853658537,3066.4122807017543,3716.054794520548,771.85,1539.826388888889,1725.5581395348838,21156.543478260868,1480.6031746031747,6071.72,5239.438775510204,4172.547619047619,2500.2550335570468,2677.478260869565,7831.657657657658,7479.988636363636,875.9166666666666,2410.107692307692,3522.7524752475247,13386.507462686568,5295.547826086957,3308.7272727272725,4849.666842304313
39,4565.75,1451.0851063829787,2009.4032258064517,2510.176470588235,5556.6511627906975,1961.765306122449,10882.45569620253,10263.285714285714,3087.8636363636365,3789.057971014493,744.9677419354839,1522.6043165467627,1710.3192771084337,22832.63157894737,1453.7543859649122,4974.731707317073,5098.95652173913,4109.941176470588,2431.4236111111113,2558.775280898876,7413.355140186916,6782.4390243902435,876.2745098039215,2278.901639344262,3462.442105263158,14853.283333333333,5479.284403669725,3303.695652173913,4927.331274848658
40,4977.111111111111,1319.3170731707316,2016.6554621848738,2536.431818181818,5860.51282051282,1979.0645161290322,11270.054794520547,10993.266666666666,3116.830188679245,3858.630769230769,724.9886363636364,1505.8931297709923,1696.1801242236024,24075.2,1420.0961538461538,4097.85294117647,5066.517241379311,4027.923076923077,2395.087591240876,2490.658959537572,6752.549019607844,6178.184210526316,860.468085106383,2159.0,3423.3406593406594,16497.69230769231,5662.14705882353,3386.6428571428573,5012.439188324615
41,5577.5,1207.861111111111,2014.9734513274336,2488.8947368421054,6178.6,1956.6704545454545,11572.925373134329,11503.727272727272,3129.921568627451,3834.4262295081967,714.4819277108434,1489.6666666666667,1663.4129032258065,23887.083333333332,1359.0212765957447,3323.8214285714284,5110.1625,3756.0,2363.310606060606,2374.9221556886228,5907.051546391753,5675.222222222223,869.9425287356322,2041.1132075471698,3336.5529411764705,18169.976744186046,5750.46875,3490.125,5026.708426283418
42,5920.7,1154.1333333333334,2016.5648148148148,2501.75,6585.806451612903,1926.4166666666667,11639.467741935483,10701.6875,3122.938775510204,3708.4821428571427,697.922077922078,1469.8416666666667,1623.16,23716.0,1294.3255813953488,2780.875,5181.958904109589,3625.3333333333335,2328.3307086614172,2226.558282208589,5006.967391304348,5266.298507462687,883.9506172839506,1957.0408163265306,3264.641975308642,18582.472222222223,5758.67032967033,,4997.862771874306
43,5996.0,1111.4444444444443,2029.7211538461538,2529.125,7118.777777777777,1870.2025316455697,11763.82456140351,9594.75,3106.968085106383,3400.9615384615386,703.4366197183099,1444.5877192982457,1569.4930555555557,23191.75,1233.7692307692307,2319.7,5192.20895522388,3783.0,2318.4508196721313,2007.6602564102564,4176.390804597701,4925.460317460317,906.1558441558442,1880.952380952381,3114.84,20315.4,5758.941176470588,,4939.406380480364
44,,1126.9166666666667,2005.919191919192,2527.3125,7669.391304347826,1831.2162162162163,12088.596153846154,,2994.4545454545455,2747.1666666666665,687.3538461538461,1428.2803738317757,1512.7826086956522,22454.0,1060.2903225806451,2051.4285714285716,5118.098360655737,,2303.0086206896553,1835.8145695364237,3540.879518072289,4542.28813559322,929.7746478873239,1804.2666666666667,2872.2428571428572,22948.833333333332,5675.5,,4739.825653224386
45,,1111.5714285714287,2045.5666666666666,2541.25,8068.473684210527,1778.1818181818182,12519.895833333334,,2983.5542168674697,2324.5454545454545,689.2857142857143,1376.59,1454.6818181818182,22264.8,864.1428571428571,1844.7777777777778,5084.923076923077,,2272.153153153153,1655.993006993007,2978.5949367088606,4125.2,951.8636363636364,1724.1818181818182,2689.3636363636365,24673.473684210527,5571.106666666667,,4733.090453555385
46,,,2126.575,2573.75,9715.666666666666,1722.5740740740741,12999.52380952381,,2917.846153846154,2149.4285714285716,684.0,1317.9139784946237,1389.0714285714287,,852.9375,,5112.282608695652,,2281.0377358490564,1532.0072463768115,2457.2702702702704,3694.7450980392155,990.0,1721.357142857143,2491.2419354838707,26534.933333333334,5514.185714285714,,4322.778488942686
47,,,2214.4444444444443,2477.0,,1598.4285714285713,13157.638888888889,,2801.0140845070423,1974.7916666666667,686.3055555555555,1274.4545454545455,1336.377049180328,,822.5833333333334,,5124.809523809524,,2256.4059405940593,1410.9166666666667,1955.8030303030303,3349.0652173913045,1045.0,1729.7142857142858,2327.0701754385964,28268.81818181818,5473.984848484848,,4064.2313004839934
48,,,2263.3432835820895,,,1459.2,13191.55,,2625.6129032258063,1835.9,669.7333333333333,1242.7951807228915,1273.9130434782608,,816.0,,5158.026315789473,,2261.938144329897,1291.4193548387098,1643.0166666666667,3059.9761904761904,1108.537037037037,1658.0,2235.8039215686276,29390.714285714286,5490.951612903225,,4140.864803877184
49,,,2310.25,,,1338.5357142857142,13235.8,,2494.7924528301887,1761.5625,674.44,1215.3164556962026,1243.537037037037,,,,5120.676470588235,,2270.163043478261,1213.0762711864406,1444.450980392157,2549.972222222222,1268.46,,2196.108695652174,29847.0,5596.586206896552,,4457.6898853097155
50,,,2244.5471698113206,,,1298.75,,,2431.31914893617,1664.5833333333333,679.952380952381,1173.1066666666666,1208.078431372549,,,,3871.818181818182,,2297.057471264368,1154.4594594594594,1349.840909090909,2181.0,1496.2826086956522,,2290.0476190476193,,5748.962962962963,,2072.653756227438
51,,,1983.6944444444443,,,1266.5,,,2490.125,1623.25,674.7647058823529,1145.5070422535211,1189.1666666666667,,,,1743.6,,2316.1585365853657,1106.1568627450981,1308.972972972973,2005.6,1836.325,,2494.842105263158,,5943.081632653061,,1941.8496646311094
52,,,1795.25,,,1225.9375,,,2487.2,1513.5,668.3076923076923,1132.3880597014925,1165.2222222222222,,,,1648.5,,2345.7894736842104,1075.2244897959183,1270.7333333333333,2028.2142857142858,2229.0,,2851.878787878788,,6127.162790697675,,1970.9539090223745
53,,,1799.904761904762,,,1207.0833333333333,,,2484.157894736842,,683.3333333333334,1140.6190476190477,1143.341463414634,,,,,,2366.2714285714287,1048.0555555555557,1260.96,2012.0,1952.6666666666667,,3393.8888888888887,,6424.2,,2070.4986441557303
54,,,1816.4166666666667,,,1209.25,,,2481.6923076923076,,,1179.4237288135594,1132.9868421052631,,,,,,2423.890625,1036.0481927710844,1242.4285714285713,2013.3333333333333,1865.5,,3911.6363636363635,,6503.863636363636,,2234.7058556508987
55,,,1821.3333333333333,,,,,,2478.4444444444443,,,1224.7222222222222,1135.463768115942,,,,,,2524.051724137931,1027.2236842105262,1226.3529411764705,1904.0,,,4056.4444444444443,,6707.066666666667,,2410.510322875198
56,,,,,,,,,2479.2,,,1253.98,1118.9516129032259,,,,,,2636.9411764705883,1020.5072463768116,1224.3076923076924,,,,,,6424.909090909091,,2308.3995455667728
57,,,,,,,,,2566.0,,,1275.6363636363637,1117.7636363636364,,,,,,2707.7954545454545,1038.774193548387,1203.4444444444443,,,,,,6288.857142857143,,2314.0387479136325
58,,,,,,,,,,,,1268.675,1092.723404255319,,,,,,2838.972972972973,1047.2857142857142,1211.2,,,,,,5914.333333333333,,2228.86507080789
59,,,,,,,,,,,,1252.138888888889,1092.9268292682927,,,,,,2860.1612903225805,1043.530612244898,1198.0,,,,,,,,1489.351524144932
60,,,,,,,,,,,,1237.71875,1106.5555555555557,,,,,,2844.9615384615386,1047.6818181818182,,,,,,,,,1559.229415549728
61,,,,,,,,,,,,1179.6666666666667,1100.375,,,,,,2685.7619047619046,1033.8684210526317,,,,,,,,,1499.9179981203008
62,,,,,,,,,,,,1125.1904761904761,1075.0416666666667,,,,,,2581.0666666666666,1048.76,,,,,,,,,1457.5147023809525
63,,,,,,,,,,,,1084.9411764705883,1071.0833333333333,,,,,,,1039.5,,,,,,,,,1065.174836601307
64,,,,,,,,,,,,1021.6923076923077,1060.0,,,,,,,,,,,,,,,,1040.8461538461538
65,,,,,,,,,,,,990.7777777777778,,,,,,,,,,,,,,,,,990.7777777777778
66,,,,,,,,,,,,957.0,,,,,,,,,,,,,,,,,957.0
