,0,1,2,3,4,5,6,7,8,mean
0,529.0040983606557,942.1502590673575,693.070110701107,493.5548387096774,689.210970464135,746.731884057971,613.0242718446602,720.7574750830565,586.6390977443609,668.2381117814424
1,658.479674796748,1070.159793814433,772.6218181818182,601.5668789808917,772.6680672268908,836.8237410071943,737.9613526570048,846.6105610561057,642.9740740740741,771.09621797724
2,853.22,1208.9274611398964,853.2258064516129,800.1509433962265,858.3166666666667,943.4440433212997,888.3834951456311,1013.6930693069307,714.9301470588235,903.8101813874541
3,1151.8661417322835,1367.6943005181347,946.4519572953736,1067.8598130841121,960.3181818181819,1100.605072463768,1076.1470588235295,1231.7185430463576,809.6340579710145,1079.1439029725284
4,1584.0196078431372,1564.1907216494844,1048.1543859649123,1325.5077399380805,1053.3852459016393,1342.4197080291972,1335.3663366336634,1502.7242524916944,931.273381294964,1298.560153305197
5,2277.299212598425,1741.3641025641025,1149.287197231834,1462.8549382716049,1160.0897959183674,1671.1918819188193,1669.99,1906.8528428093646,1104.8136200716847,1571.527065709356
6,3243.574297188755,1913.625641025641,1244.5767918088736,1486.653374233129,1255.7073170731708,2072.4776119402986,2095.0561224489797,2451.769230769231,1308.4659498207886,1896.878481812096
7,4387.7959183673465,2079.675257731959,1352.1554054054054,1478.6676829268292,1342.883064516129,2573.93984962406,2654.979057591623,3033.1784511784513,1568.7096774193549,2274.664929417906
8,5599.0622406639,2247.3108808290153,1478.0433333333333,1464.0305810397554,1432.4056224899598,3140.469696969697,3368.1989247311826,3522.375,1883.5559566787003,2681.7169151928383
9,6731.631355932203,2440.5706806282724,1604.4066666666668,1461.644171779141,1546.524,3706.6984732824426,4205.783333333334,4046.430034129693,2204.317518248175,3105.3340259999914
10,7764.077586206897,2661.4086021505377,1745.4680134680134,1430.5828220858896,1648.276,4211.915057915058,5055.664772727273,4615.941176470588,2486.60147601476,3513.326167448779
11,8555.34649122807,2916.730769230769,1865.554794520548,1395.3846153846155,1735.5685483870968,4644.630350194552,5882.494117647058,5197.831578947368,2693.446096654275,3876.331929132705
12,8925.292792792792,3110.472222222222,1930.0833333333333,1337.6149068322982,1787.1673469387756,4913.632411067194,6575.8109756097565,5771.141843971631,2867.402255639098,4135.402009823011
13,8897.912442396313,3294.875,1948.9219858156027,1285.066037735849,1850.0920502092051,5106.548387096775,7228.215189873417,6505.1563636363635,3015.358778625954,4348.016248376608
14,8402.25352112676,3492.902298850575,1947.1546762589928,1247.7156549520766,1910.8255319148936,5145.86475409836,7670.0,7233.89298892989,3149.1007751937987,4466.634466813927
15,7703.367149758454,3688.2383720930234,1936.952205882353,1233.0,1961.0692640692641,5102.845188284519,8069.1768707483,7895.59925093633,3255.095238095238,4538.37150442972
16,7129.875621890547,3857.1529411764704,1947.7985074626865,1219.052805280528,1998.3141592920354,4970.331914893617,8313.503546099291,8406.477099236641,3294.842105263158,4570.816522288331
17,6715.221649484536,4014.4880952380954,1958.277566539924,1208.8862876254182,2039.7636363636364,4848.445414847161,8602.558823529413,8793.2140077821,3283.685950413223,4607.171270202612
18,6400.921052631579,4144.412121212121,1945.3682170542636,1201.715254237288,2090.7314814814813,4659.102678571428,8899.438461538462,8943.646825396825,3204.2542372881358,4609.954481045732
19,6042.734806629835,4237.693251533742,1945.2857142857142,1187.8827586206896,2162.047393364929,4459.747706422018,9239.664,8939.709677419354,3048.151515151515,4584.768535936422
20,5563.536723163842,4240.527950310559,1926.8145161290322,1152.6561403508772,2233.419512195122,4282.382075471698,9492.72033898305,8831.274590163934,2886.09375,4512.158399640901
21,5046.748538011696,4226.2405063291135,1905.4098360655737,1120.4064748201438,2285.945,4077.923076923077,9745.008849557522,8587.633333333333,2699.1045454545456,4410.49112894389
22,4351.730061349694,4203.922077922078,1892.6344537815125,1091.029197080292,2310.2153846153847,3782.0445544554455,10229.308411214954,8360.277777777777,2529.7897196261683,4305.661293091478
