,0,1,2,3,4,5,6,7,8,mean
23,3698.9056603773583,4151.210526315789,1906.5708154506437,1087.4777777777779,2324.2842105263157,3530.6142131979695,10517.990099009901,8147.384279475982,2377.6698564593303,4193.567493176785
24,2963.733333333333,4090.786666666667,1932.2412280701753,1088.6515151515152,2342.858695652174,3202.546875,10946.265957446809,8039.452914798207,2271.113300492611,4097.516720734609
25,2402.7638888888887,4003.1156462585036,1966.8251121076232,1096.5846153846153,2331.129213483146,2870.1075268817203,11646.386363636364,8007.792626728111,2179.8492462311556,4056.061582177792
26,1972.0441176470588,3914.923076923077,2012.2534562211981,1125.1529411764707,2316.543352601156,2628.491712707182,12708.691358024691,8011.1509433962265,2135.8082901554403,4091.6732498725
27,1721.2076923076922,3793.8285714285716,2039.694835680751,1168.436,2306.855421686747,2435.181818181818,14152.272727272728,8440.112244897959,2118.063492063492,4241.739200391084
28,1513.872,3690.3478260869565,2081.4134615384614,1208.658536585366,2371.8509316770187,2289.5058139534885,15703.616438356165,8765.68108108108,2098.0597826086955,4413.667319098581
29,1340.0588235294117,3609.8970588235293,2128.2425742574255,1263.3541666666667,2490.0387096774193,2208.1746987951806,17077.70588235294,8991.5197740113,2080.0670391061453,4576.562080802224
30,1233.9911504424779,3544.2932330827066,2177.3147208121827,1311.0550847457628,2639.175675675676,2125.45625,18310.609375,9082.85119047619,2014.8333333333333,4715.508890396482
31,1159.0285714285715,3565.922480620155,2242.1263157894737,1360.155844155844,2797.3971631205673,2080.0,18781.258620689656,9361.75,1916.7869822485206,4807.158442005866
32,1120.9,3599.5873015873017,2288.930107526882,1418.8933333333334,2983.2867647058824,1978.912162162162,18897.076923076922,9608.058823529413,1855.0,4861.182823991322
33,1126.4301075268818,3592.0650406504064,2347.927374301676,1474.0456621004566,3182.369230769231,1877.4965034965035,18280.666666666668,10130.43537414966,1815.4493670886077,4869.653925194454
34,1185.8488372093022,3572.858333333333,2402.302857142857,1541.153488372093,3342.4918032786886,1761.6666666666667,18494.842105263157,10758.592857142858,1762.686274509804,4980.271469213196
35,1284.1538461538462,3551.3675213675215,2460.9166666666665,1573.7033492822966,3405.017094017094,1659.4274809160306,15867.5,11683.896296296296,1684.168918918919,4796.683463735408
36,1445.138888888889,3435.035087719298,2527.1951219512193,1575.1822660098521,3378.4234234234236,1579.4960629921259,13895.42857142857,12486.228346456694,1608.2978723404256,4658.9361823567215
37,1653.484375,3341.8828828828828,2581.0379746835442,1549.9289340101523,3344.605769230769,1486.495867768595,,13258.54918032787,1510.021897810219,3590.7508602142543
38,1983.851851851852,3229.703703703704,2653.782894736842,1530.125654450262,3245.326530612245,1435.345132743363,,13740.0,1388.2366412213742,3650.7965511649554
39,2367.3617021276596,3215.7924528301887,2741.5442176870747,1541.268817204301,3176.6559139784945,1374.1121495327102,,13977.201834862386,1230.328,3703.0331360278524
40,3093.2571428571428,3226.0096153846152,2802.169014084507,1557.4835164835165,3154.0113636363635,1309.5742574257426,,14483.68932038835,1114.45,3842.58052878253
41,4005.25,3228.6960784313724,2839.9411764705883,1567.4080459770114,3210.590361445783,1273.8297872340424,,14850.568421052632,974.5438596491229,3993.853466282569
42,5145.5625,3297.26,2838.5384615384614,1563.6390532544378,3297.1265822784812,1229.3529411764705,,15186.455555555556,851.3211009174312,4176.157024340105
43,7714.2,3349.6428571428573,2834.9112903225805,1510.5555555555557,3344.041095890411,1184.423076923077,,15247.10843373494,745.2211538461538,4491.2629329269475
44,,3420.9791666666665,2880.0423728813557,1462.7452229299363,3392.9411764705883,1142.0428571428572,,15433.78947368421,656.2727272727273,4055.544713864049
45,,3554.6559139784945,2885.964285714286,1422.7066666666667,3394.3809523809523,1112.758064516129,,15525.171428571428,607.0736842105263,4071.8158565769263
46,,3620.5842696629215,2889.943396226415,1429.576388888889,3348.9830508474574,1076.1964285714287,,15967.796875,572.685393258427,4129.395114636505
47,,3682.894117647059,2965.31,1457.0,3348.4727272727273,1057.5106382978724,,16304.017543859649,550.2823529411764,4195.069625716927
48,,3714.6375,3059.1075268817203,1485.8484848484848,3393.5098039215686,1040.3947368421052,,15843.95652173913,530.7407407407408,4152.5993307105355
49,,3695.733333333333,3156.775280898876,1476.96,3559.5454545454545,1040.741935483871,,15018.222222222223,515.6266666666667,4066.2292704500605
50,,3621.3571428571427,3291.7926829268295,1460.322033898305,3680.15,1040.24,,14892.62962962963,496.40579710144925,4068.985326630479
51,,3619.818181818182,3429.1052631578946,1405.7,3820.9166666666665,1050.35,,15260.5,483.9344262295082,4152.9035054103215
52,,3480.3050847457625,3520.9295774647885,1371.0,4013.3225806451615,1091.2727272727273,,,464.2641509433962,2323.515686845306
53,,3333.0,3577.409090909091,1318.5979381443299,3986.730769230769,1042.0,,,462.7391304347826,2286.7461547864955
54,,3149.7450980392155,3580.2833333333333,1289.7640449438202,3914.8,,,,473.55,2481.6284952632736
55,,2902.404255319149,3338.823529411765,1249.8902439024391,3921.5,,,,459.77777777777777,2374.479161282226
56,,2564.5714285714284,3232.195652173913,1206.6575342465753,4413.875,,,,,2854.324903747979
57,,2189.4594594594596,3107.268292682927,1160.2238805970148,4902.0,,,,,2839.7379081848503
58,,1678.9354838709678,3021.472222222222,1024.6923076923076,,,,,,1908.3666712618326
59,,1330.16,2821.5333333333333,934.5666666666667,,,,,,1695.42
60,,1054.2222222222222,2646.875,896.0869565217391,,,,,,1532.3947262479871
61,,853.5,3363.625,864.1764705882352,,,,,,1693.767156862745
62,,810.0,3414.5,840.4545454545455,,,,,,1688.318181818182
63,,,,810.1428571428571,,,,,,810.1428571428571
