,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,mean
12,4719.054945054945,6133.405714285715,7197.211155378486,9019.658333333333,2819.774774774775,3902.6434108527133,2164.4,5926.5989010989015,1961.6342281879195,9213.467005076142,8515.598290598291,3594.2413793103447,6789.948616600791,1896.7890625,5825.980295566503,6579.570135746606,3011.895470383275,3268.837837837838,1913.5975609756097,1654.4881889763778,6151.977011494253,2477.386454183267,3725.4259927797834,4884.131707317073,3991.385185185185,3285.6724137931033,1819.601895734597,2027.9,3939.5585585585586,3339.1018518518517,3639.435294117647,3280.6470588235293,4056.6666666666665,4079.429447852761,3735.106145251397,3252.502512562814,2562.4186046511627,1662.2165898617511,6527.8490566037735,2798.6,3418.923076923077,9776.427835051547,4690.466960352423,7660.736842105263,6090.2191011235955,3782.9483568075116,2737.8195488721803,2439.4253731343283,5679.210526315789,8073.354066985646,3084.65625,4407.450895911747
13,5147.4914285714285,7275.459302325581,8079.8744939271255,10155.347457627118,3156.5504587155965,4108.03937007874,2224.7535714285714,6507.542372881356,2059.358361774744,9913.616580310882,8822.3,3972.2995594713657,7282.374501992032,1879.1752988047808,6338.894472361809,6912.054794520548,3248.5886524822695,3472.803149606299,1955.7551867219918,1715.2142857142858,6968.417647058824,2443.076923076923,3935.479704797048,5057.64,4517.958333333333,3471.753303964758,1836.9227053140096,2110.150442477876,4495.623853211009,3577.5586854460093,3749.398406374502,3795.6450216450216,4443.954545454545,4471.018404907975,3848.4972067039107,3506.846153846154,2660.4141414141413,1664.4976525821596,7268.780952380952,2974.1137440758293,3621.1428571428573,10596.862433862434,5385.747747747748,8558.526785714286,6667.439306358381,4091.2512077294687,2711.007633587786,2555.2272727272725,6077.102459016393,9264.132352941177,3183.830275229358,4779.166891361542
14,5416.953216374269,8340.876470588235,9011.547717842324,11176.76724137931,3474.657276995305,4256.369477911647,2264.723636363636,7085.294117647059,2188.0555555555557,10349.462365591398,8903.849557522124,4331.153153153153,7814.418699186992,1855.2276422764228,6857.130208333333,7189.7441860465115,3515.3429602888086,3691.5622489959837,1996.063829787234,1784.9149797570851,7736.4702380952385,2439.829875518672,4111.309433962264,5125.010256410256,5118.580769230769,3616.8026905829597,1862.4581280788177,2168.8868778280544,5065.009433962264,3793.451923076923,3829.7773279352227,4380.648888888889,4795.063953488372,4968.588957055214,3938.9044943820227,3658.73544973545,2733.77397260274,1653.8502415458938,8171.292682926829,3127.207729468599,3753.3015075376884,11335.31891891892,6170.800925925926,9411.611872146119,7289.284023668639,4327.8866995073895,2731.3565891472867,2636.576923076923,6437.0875,10340.156565656565,3244.3598130841124,5127.009984412576
15,5497.539393939394,9270.904191616766,9821.367088607594,12121.870535714286,3703.024154589372,4369.6954732510285,2268.8819188191883,7556.3975903614455,2318.0390070921985,10547.381215469613,8835.108597285069,4691.023041474655,8347.94214876033,1847.6141078838175,7389.494680851064,7364.6809523809525,3820.3369963369964,3886.159183673469,2018.4502164502164,1868.374485596708,8407.807228915663,2435.6075949367087,4119.203846153846,5107.298429319371,5806.628458498024,3700.3990825688074,1907.472081218274,2170.8425925925926,5567.504807692308,3980.772277227723,3907.761316872428,5112.918181818181,5100.988023952096,5619.7453416149065,4048.635838150289,3683.2021857923496,2803.757894736842,1615.0049261083743,9220.95,3225.287804878049,3905.536082474227,11928.620111731843,7011.644549763033,10183.469483568075,7893.818181818182,4481.035353535353,2814.02371541502,2678.51171875,6662.811965811966,11193.740932642488,3307.803827751196,5434.256643460044
16,5419.05625,10098.49696969697,10487.14224137931,13111.24090909091,3856.832512315271,4630.550420168067,2267.760299625468,7984.283950617284,2447.4151624548736,10563.440677966102,8584.74537037037,5029.943127962085,8766.79746835443,1835.0889830508474,7918.595628415301,7552.531707317074,4168.40074906367,4070.3166666666666,1996.3066666666666,1933.822033898305,8966.273291925465,2472.862660944206,4136.55905511811,5030.410810810811,6581.789473684211,3714.867924528302,1950.6217616580311,2125.504761904762,5923.21568627451,4105.080808080808,3967.8109243697477,5883.539534883721,5371.295597484277,6399.433962264151,4258.729411764706,3664.3296089385476,2883.170818505338,1569.9848484848485,10297.051282051281,3312.3432835820895,4128.893048128342,12322.290697674418,7858.0,10704.51923076923,8354.20253164557,4501.062176165803,2953.266129032258,2701.6428571428573,6742.517391304348,11726.657754010695,3318.960396039604,5699.012853220604
17,5239.993464052288,10859.378881987577,10984.096916299559,14239.652777777777,3937.1161616161617,4889.785407725322,2244.5632183908046,8328.423076923076,2565.5934065934066,10412.368421052632,8220.690476190477,5388.212560386473,9091.552173913044,1813.2554112554112,8360.5,7807.885,4488.8091603053435,4259.286324786325,1964.337899543379,2011.3189655172414,9238.551948051949,2542.714912280702,4114.78313253012,4917.233333333334,7454.406639004149,3674.256038647343,2009.9521276595744,2079.4926829268293,6140.80303030303,4164.875647668394,4028.0042735042734,6681.186602870814,5561.238709677419,7161.455128205128,4492.4277108433735,3734.0116279069766,2994.4021739130435,1509.6458333333333,11552.724867724868,3309.9489795918366,4370.562841530054,12447.036144578313,8687.731343283582,11070.151960784313,8764.987012987012,4491.37037037037,3120.460580912863,2718.364372469636,6682.466666666666,12137.148351648351,3307.090909090909,5926.790307031665
18,4924.6711409395975,11683.75,11403.82062780269,15371.755980861244,3980.818652849741,5067.684210526316,2234.719844357977,8653.119205298013,2686.200743494424,10146.690909090908,7723.733009708738,5687.437810945274,9238.70353982301,1782.0933333333332,8581.658959537572,8058.541237113402,4747.275193798449,4440.534782608695,1912.4511627906977,2080.688596491228,9381.585034013606,2601.400900900901,4073.2991803278687,4821.597701149425,8361.683544303798,3590.5,2069.0273224043717,2034.5373134328358,6162.369791666667,4165.673796791444,4064.9955947136564,7406.9607843137255,5731.6866666666665,7785.013071895425,4761.76397515528,3814.120481927711,3086.1365313653137,1432.9732620320856,12738.655737704918,3233.79792746114,4589.285714285715,12320.63125,9521.984693877552,11200.494949494949,8951.335570469799,4485.756756756757,3277.350210970464,2764.9793388429753,6502.754545454545,12412.056818181818,3300.9214659685863,6099.052526939238
19,4534.0352112676055,12305.421052631578,11885.477064220184,16462.220588235294,3990.053475935829,5007.301801801802,2209.7341269841268,9109.931034482759,2821.2053231939162,9773.61875,7216.606965174129,5856.133333333333,9233.558558558558,1728.5772727272727,8647.57142857143,8306.021164021164,4962.905138339921,4593.403587443946,1885.9714285714285,2158.481981981982,9715.12676056338,2626.6880733944954,4019.7280334728034,4744.805882352941,9298.780172413793,3480.0101522842638,2130.7102272727275,2004.3179487179486,6103.403225806452,4208.291208791209,4066.3603603603606,8113.557788944724,5882.629370629371,8354.127516778524,4962.778481012659,3964.0,3176.2603773584906,1352.7307692307693,13817.94972067039,3042.2984293193717,4704.263157894737,11817.677419354839,10334.450261780104,11206.994845360825,9089.302816901409,4443.367231638418,3488.7974137931033,2807.5443037974683,6243.604651162791,12850.435294117648,3338.4438502673797,6236.816961429798
20,4109.1021897810215,12949.64827586207,12505.962085308056,17317.73366834171,3981.802197802198,4773.573394495413,2170.4435483870966,9735.978417266188,2967.5525291828794,9326.156862745098,6664.577319587629,5878.321052631579,9185.658986175114,1670.0509259259259,8726.490683229813,8484.71891891892,5072.691056910569,4597.779816513761,1885.0390243902439,2213.4861111111113,10196.911764705883,2629.367924528302,3863.948717948718,4739.15243902439,10399.389380530973,3424.0157894736844,2207.906976744186,1990.021164021164,6018.314917127072,4216.852272727273,4044.327188940092,8778.974093264249,5997.294117647059,9042.618055555555,5174.4838709677415,4199.948051948052,3168.8429118773947,1283.3579545454545,14735.624277456647,2814.6470588235293,4773.208588957055,11110.577181208053,11068.416216216216,10922.63101604278,9042.595588235294,4329.415204678363,3732.3274336283184,2843.6939655172414,5951.663461538462,13199.39393939394,3428.6428571428573,6344.02610676436
21,3682.2519083969464,13417.27659574468,13062.417475728156,17789.51794871795,3961.7344632768363,4450.957746478874,2127.1125,10312.293233082706,3069.8888888888887,8840.973154362417,6189.518518518518,5782.530054644809,9088.688679245282,1638.0094786729858,8590.109677419356,8576.435754189944,5065.066390041494,4534.18779342723,1889.030303030303,2262.312796208531,10615.761538461538,2648.135922330097,3749.5764192139736,4684.6,11421.452488687783,3383.3641304347825,2288.9277108433735,1990.3532608695652,5924.9717514124295,4293.8,3986.4666666666667,9529.436170212766,6036.630769230769,9745.323741007194,5428.516556291391,4417.285714285715,3077.9921875,1199.1520467836258,15284.928143712576,2596.3169398907103,4806.854430379747,10153.673611111111,11804.611111111111,10496.054945054944,8895.984615384616,4260.277108433735,4026.140271493213,2840.581497797357,5648.615763546798,13380.477987421384,3461.693181818182,6400.162157675745
22,3333.2419354838707,13880.036496350365,13250.227722772277,18135.941489361703,3949.8362573099416,4106.684466019417,2081.0982905982905,10867.2421875,3136.174089068826,8159.422535211268,5884.627027027027,5681.212290502794,8955.694174757282,1596.4048780487806,8513.073333333334,8693.687861271676,4929.033755274261,4434.15458937198,1896.8497409326426,2290.463768115942,10931.306451612903,2618.7014925373132,3506.2321428571427,4509.75816993464,12372.64953271028,3338.1284916201116,2302.7672955974845,2001.1011235955057,5711.748538011696,4355.660606060606,3944.131067961165,10316.337016574586,6018.370967741936,10421.792592592592,5643.905405405405,4555.659574468085,2935.751004016064,1112.9030303030304,15934.987577639751,2407.3922651933703,4923.934210526316,9319.299270072992,12563.739884393064,10048.225988700566,8550.496,4119.0,4429.018604651163,2811.986547085202,5243.752525252526,13322.888157894737,3468.5,6421.867302418077
23,3055.4102564102564,14313.458015267175,13181.969072164948,18179.179347826088,3961.9156626506024,3825.21,2028.5545851528384,11200.113821138211,3220.402489626556,7395.904411764706,5678.455056179775,5543.861271676301,8757.39108910891,1593.665,8288.244755244756,8607.410714285714,4773.583690987124,4276.1435643564355,1896.526595744681,2308.223880597015,11195.341666666667,2570.1071428571427,3323.788990825688,4370.486486486487,13219.775119617225,3252.4244186046512,2267.725490196078,2022.0174418604652,5519.5,4426.506329113924,3891.71,11007.011363636364,5800.050420168067,11002.282442748092,5965.161971830986,4591.723880597015,2826.0658436213994,1038.6037735849056,16506.37419354839,2252.994350282486,5078.445205479452,8522.480916030534,13509.583333333334,9578.105263157895,8083.152542372882,3953.198717948718,4864.673076923077,2754.7649769585255,4883.513089005236,13238.680272108844,3424.430303030303,6412.280437309349
24,2815.151785714286,14689.304,12959.169312169312,17951.564971751413,3945.48125,3605.528205128205,2006.28125,11278.367521367521,3286.093220338983,6610.946153846154,5627.907514450867,5359.760479041916,8492.20812182741,1580.8247422680413,7989.321167883211,8545.2049689441,4598.371681415929,4045.5102040816328,1886.6961325966852,2288.974358974359,11386.818965517241,2467.9947916666665,3101.568075117371,4212.767605633803,13769.521951219513,3165.2754491017963,2272.482993197279,2043.632530120482,5299.4842767295595,4451.588235294118,3791.561855670103,11553.597633136094,5578.920353982301,11354.70634920635,6253.379562043796,4450.238461538462,2730.705882352941,976.5686274509804,17253.053333333333,2149.287356321839,5166.475177304965,7997.258064516129,14400.327160493827,9001.969879518072,7692.575221238938,3757.32,5312.4607843137255,2752.0283018867926,4485.2108108108105,13140.553191489362,3399.6202531645567,6371.208238728847
25,2608.177570093458,15046.991596638656,12891.827027027028,17487.179190751445,3936.606451612903,3480.142105263158,1975.3853211009175,11100.223214285714,3350.1353711790393,5786.024193548387,5545.700598802395,5169.447204968944,8098.151832460733,1599.1702127659576,7669.360902255639,8402.561290322581,4456.371040723982,3907.020942408377,1877.721590909091,2293.4052631578948,11486.169642857143,2370.816216216216,2946.7971014492755,4131.851851851852,14104.4898989899,3064.1552795031057,2207.894366197183,2039.44375,5054.597402597403,4401.544217687075,3703.89417989418,11941.329268292682,5327.579439252337,11566.03305785124,6484.931818181818,4157.846774193548,2645.846153846154,924.9931972789116,17990.606896551722,2076.7251461988303,5294.059259259259,7637.330508474576,15222.455128205129,8467.91823899371,7178.648148148148,3622.055944055944,5790.540404040404,2743.8792270531403,4162.816666666667,12867.422222222222,3373.7922077922076,6307.256206550555
26,2454.70297029703,15255.82456140351,13009.376404494382,16590.557575757575,3908.195945945946,3490.726775956284,1952.9718309859154,10768.875,3369.2589285714284,5188.940170940171,5464.648148148148,4938.24358974359,7751.610810810811,1646.2032967032967,7297.992125984252,8162.027027027027,4303.902777777777,3783.6594594594594,1814.7368421052631,2254.8852459016393,11481.601851851852,2269.3,2792.7860696517414,4113.4921875,14162.098958333334,3008.6688311688313,2132.0444444444443,2013.2434210526317,4869.41095890411,4320.340425531915,3657.032608695652,12196.727848101265,5114.184466019417,11881.051282051281,6714.674603174603,3910.228813559322,2559.1739130434785,873.6879432624113,18551.007194244605,2008.005988023952,5525.8828125,7328.171171171171,15887.273333333333,8001.117647058823,6867.089108910891,3455.5434782608695,6124.369791666667,2730.911330049261,3822.849710982659,12616.480620155038,3294.612244897959,6229.223579325785
27,2322.148936170213,15357.816513761469,13042.99421965318,15412.186335403727,3900.2676056338028,3503.728813559322,1929.2512077294687,10372.59793814433,3393.2694063926942,4698.333333333333,5230.376623376624,4568.093333333333,7424.921787709497,1707.0842696629213,7022.860655737705,7869.895833333333,4109.542857142857,3607.0,1747.121212121212,2221.8882681564246,11409.778846153846,2158.28323699422,2767.548717948718,4181.860655737705,14073.20320855615,2960.675675675676,2043.84496124031,1956.6575342465753,4766.2464788732395,4177.567164179104,3696.915254237288,12286.377483443708,4963.181818181818,12159.212389380531,6884.2231404958675,3739.5446428571427,2456.8977777777777,839.9333333333333,19037.21052631579,1987.7484662576687,5645.819672131148,6995.771428571428,16538.06206896552,7395.380952380952,6655.604166666667,3361.348484848485,6379.9786096256685,2682.7448979591836,3531.529761904762,12081.88524590164,3201.3928571428573,6126.6236982027485
28,2168.2,15256.436893203883,13080.964285714286,14097.922580645161,3867.608695652174,3562.7894736842104,1911.686567164179,9898.133333333333,3382.5305164319248,4280.165048543689,5016.533333333334,4220.9510489510485,7204.581395348837,1772.1529411764707,6752.033898305085,7651.588235294118,3846.531707317073,3390.416184971098,1681.1490683229813,2135.7441860465115,11298.83,2070.4166666666665,2864.778947368421,4222.182608695653,13832.6,2893.377622377622,1936.4262295081967,1909.6785714285713,4782.375,4060.0546875,3720.225433526012,12190.601398601399,4885.287234042553,12372.926605504586,6995.6551724137935,3601.7264150943397,2344.8545454545456,807.25,19669.2734375,1989.1401273885351,5770.8421052631575,6604.49,17005.86231884058,6866.446808510638,6519.177777777778,3270.0393700787404,6529.2555555555555,2682.869109947644,3290.1341463414633,11384.957264957266,3033.902985074627,6011.446226252112
29,2031.4761904761904,15043.555555555555,13077.211180124224,12665.657718120805,3847.3846153846152,3618.278787878788,1888.5204081632653,9672.238095238095,3372.4299516908213,3856.2291666666665,4730.781690140845,3874.855072463768,7011.62874251497,1831.484662576687,6606.3185840707965,7343.748091603054,3580.868686868687,3179.550295857988,1597.032258064516,2048.843373493976,11199.46875,2029.877300613497,3060.0752688172042,4320.435185185185,13612.834285714285,2853.6277372262775,1868.4871794871794,1822.7388059701493,4779.381679389313,3946.4634146341464,3730.0481927710844,12087.920863309353,4788.449438202248,12585.609523809524,7082.214285714285,3428.59,2265.324074074074,773.3688524590164,19901.413223140495,1984.5,5828.084112149532,6235.621052631579,17124.823076923076,6226.1925925925925,6508.481927710844,3195.776859504132,6640.314285714286,2673.1935483870966,3083.169811320755,10805.805309734513,2810.921875,5884.927561551767
30,1901.7435897435898,14551.627659574468,13172.191082802548,11614.704225352112,3815.722222222222,3693.9119496855346,1888.523560209424,9242.48051948052,3357.0,3498.088888888889,4562.941605839416,3554.7076923076925,6916.441717791411,1895.7898089171974,6526.231481481482,6949.0,3361.4166666666665,2936.2147239263804,1540.9066666666668,1961.3875,11293.33695652174,2011.8089171974523,3255.383333333333,4337.039603960396,13409.30409356725,2798.5419847328244,1794.544642857143,1779.8828125,4707.264,3910.5384615384614,3677.83125,11783.511278195489,4640.0,12898.623762376237,7190.158878504673,3372.695652173913,2220.133333333333,751.301724137931,19715.620689655174,1987.22,6016.445544554455,5929.29213483146,17222.079365079364,5731.953488372093,6375.455696202532,3174.5877192982457,6845.047058823529,2701.6703910614524,2894.8709677419356,10540.915887850468,2683.2644628099174,5776.3010912307245
31,1820.6301369863013,14172.68888888889,13075.912751677852,10451.948529411764,3837.252100840336,3746.8571428571427,1906.8655913978494,8744.591549295774,3365.314432989691,3144.9529411764706,4384.358778625954,3254.548387096774,6974.929487179487,1902.5298013245033,6596.174757281553,6524.741666666667,3151.9893048128342,2744.198717948718,1459.625,1872.8,11628.125,2005.2733333333333,3483.2241379310344,4315.104166666667,13229.042424242425,2686.532258064516,1723.7924528301887,1725.1463414634147,4569.8403361344535,3970.5535714285716,3654.1363636363635,11469.674603174602,4483.822784810127,13537.8125,7214.582524271845,3453.1046511627906,2198.131707317073,734.8918918918919,19224.38738738739,1974.795918367347,6361.58947368421,5598.156626506024,17209.591666666667,5291.4796747967475,6166.786666666667,3179.1481481481483,7042.079268292683,2641.4137931034484,2724.66,10353.01,2419.2672413793102,5674.550330976794
