,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,mean
0,1072.274111675127,838.1172413793104,1300.6588235294118,1013.0689655172414,818.274678111588,903.0823529411765,1024.5753424657535,1148.5381165919282,1051.6972789115646,871.8379629629629,1078.2789699570815,938.3011583011584,994.5349794238683,733.953488372093,752.325,919.575,928.9468085106383,723.1904761904761,816.9080459770115,800.2456896551724,947.5845070422536,804.4904214559386,1259.6546762589928,1007.2935323383084,888.8622047244095,1011.7154150197629,942.2201834862385,1024.3364928909953,781.0137614678899,793.876923076923,916.589641434263,1089.6714801444043,789.0333333333333,1035.4656488549617,1225.8869047619048,857.7824074074074,740.9403973509934,868.6590909090909,1160.1004784688996,889.2260869565217,774.7777777777778,1112.5849056603774,963.3148148148148,973.889344262295,962.026455026455,925.2803347280335,931.0481099656357,911.5075757575758,1137.2901960784313,953.4727272727273,1027.6211453744493,949.7176757759929
1,1218.6633165829146,892.6326530612245,1511.2046332046332,1152.787072243346,939.1652542372881,1004.4555984555984,1130.206081081081,1345.7276785714287,1119.9023569023568,998.2442396313364,1230.9789029535864,1034.1832061068703,1214.8987854251013,847.9007633587786,861.9019607843137,1233.7058823529412,1042.3636363636363,788.5054151624548,951.2432432432432,905.3686440677966,1136.1575342465753,922.5589353612168,1511.2064056939503,1174.270935960591,1025.2286821705427,1131.9094488188975,1028.8513513513512,1120.5674418604651,852.1809954751131,896.3969849246231,1124.1220472440946,1208.68458781362,917.625,1248.1119402985075,1469.6842105263158,917.3577981651376,824.3737704918033,932.1428571428571,1324.4597156398104,992.6839826839827,908.8636363636364,1404.3192488262912,1071.4220183486239,1128.2672064777328,1079.565445026178,1051.5892116182572,1031.843537414966,1001.1268656716418,1378.5372549019608,1093.3348416289593,1146.0521739130436,1087.7948115656995
2,1377.2512315270935,951.0,1802.6374045801526,1323.8593155893536,1051.042194092827,1129.1178707224335,1227.103678929766,1595.52466367713,1178.4152823920265,1165.6146788990825,1428.9958506224066,1162.3854961832062,1482.8525896414342,991.905303030303,975.2115384615385,1664.1009615384614,1168.2837370242214,893.5144927536232,1088.8185328185327,1021.0416666666666,1359.9060402684563,1085.0264150943397,1774.7711267605634,1436.9420289855072,1190.8961538461538,1272.0392156862745,1128.7511111111112,1212.6788990825687,940.9330357142857,1076.351485148515,1405.171875,1337.6079136690648,1089.25,1581.3695652173913,1756.9942857142858,1013.75,933.6331168831168,1005.4122807017544,1541.5023255813953,1098.5474137931035,1093.2702702702702,1794.093896713615,1212.8778280542986,1326.8995983935743,1186.5885416666667,1183.6748971193415,1126.2601351351352,1092.8970588235295,1693.2992125984251,1268.0580357142858,1315.0299145299145,1259.0815718907295
3,1550.1317073170733,1028.796052631579,2154.806818181818,1537.1302681992338,1175.8451882845188,1282.3056603773584,1333.182119205298,1885.7636363636364,1234.4769736842106,1392.0545454545454,1691.107438016529,1322.1140684410645,1759.007843137255,1146.9774436090227,1089.5141509433963,2166.245283018868,1307.127147766323,1026.5054545454545,1236.7606177606178,1113.8647540983607,1622.157894736842,1286.248120300752,2029.1013986013986,1809.3971291866028,1364.144486692015,1426.556420233463,1221.767543859649,1297.2657657657658,1063.9383259911895,1294.0728155339805,1756.4396887159533,1479.679856115108,1286.4166666666667,1985.8085106382978,2095.955056179775,1139.6877828054298,1075.848387096774,1094.6060606060605,1781.0833333333333,1231.6394849785408,1277.59375,2314.49765258216,1376.568888888889,1571.936,1279.3575129533679,1329.469387755102,1271.5185185185185,1193.149090909091,2074.8365758754862,1468.9823008849557,1515.5991561181434,1459.7851124227352
4,1713.0579710144928,1148.9423076923076,2548.684210526316,1784.934865900383,1292.8416666666667,1456.0299625468165,1436.1699346405228,2196.1336405529955,1294.4117647058824,1686.9411764705883,2016.9180327868853,1529.7908745247148,2082.872586872587,1303.4253731343283,1254.7488372093023,2690.3935185185187,1453.8566552901025,1208.8872727272728,1376.4208494208494,1208.3104838709678,1897.832258064516,1500.3857677902622,2239.5121107266436,2216.2065727699533,1537.2359550561798,1588.9186046511627,1311.3711790393013,1376.8222222222223,1226.2217391304348,1566.3253588516745,2098.158301158301,1627.1131386861314,1559.7525773195875,2356.3310344827587,2419.322222222222,1267.8520179372197,1263.4358974358975,1158.3620689655172,2070.683486238532,1375.3060344827586,1467.0627802690583,2979.37558685446,1584.1725663716813,1874.752,1414.4484536082475,1506.950819672131,1501.0836120401339,1306.136690647482,2482.6796875,1717.0350877192982,1743.7125,1684.6731434703188
5,1876.2850241545893,1295.125,2949.291044776119,2132.011583011583,1413.9421487603306,1666.2846441947565,1541.9288025889969,2533.3767441860464,1363.340909090909,2114.371040723982,2449.930612244898,1782.2961538461539,2464.6653992395436,1435.1037037037038,1462.7397260273972,3310.8394495412845,1606.5966101694914,1412.9413919413919,1506.3783783783783,1283.5338645418326,2171.056603773585,1700.681647940075,2442.904109589041,2601.5806451612902,1722.1845018450185,1742.956862745098,1386.5458515283842,1441.407894736842,1419.9655172413793,1865.3349056603774,2404.4367816091954,1775.4163568773233,1880.0765306122448,2612.8150684931506,2717.4944444444445,1427.206278026906,1467.7435897435898,1240.1030042918455,2386.0867579908677,1523.5826086956522,1646.0807174887893,3813.5377358490564,1809.938596491228,2228.232,1603.857142857143,1704.9628099173553,1816.8456375838925,1423.4768683274021,2873.6417322834645,2011.495652173913,1898.438524590164,1928.6484237194134
6,2070.903381642512,1528.484662576687,3363.812734082397,2607.4517374517372,1555.1576763485477,1928.6691449814127,1643.2907348242811,2919.7285714285713,1433.0097402597403,2721.5882352941176,3064.834008097166,2044.34496124031,2945.3939393939395,1555.8081180811807,1718.9506726457398,3978.765765765766,1782.1898305084746,1672.8351648351647,1605.0579150579151,1350.678431372549,2507.864197530864,1875.9138576779026,2639.1360544217687,2956.409090909091,1917.8351648351647,1917.6758893280632,1471.0393013100436,1503.5454545454545,1651.068376068376,2137.712962962963,2686.942748091603,1896.7245283018867,2222.868686868687,2804.3758389261743,2931.653846153846,1601.5201793721974,1676.4391025641025,1335.3333333333333,2734.6318181818183,1677.995652173913,1856.3363228699552,4741.938679245283,2081.768558951965,2706.2601626016262,1912.4795918367347,1889.2510460251046,2119.4745762711864,1547.166077738516,3183.4453125,2427.4826086956523,1996.534693877551,2198.034885099197
7,2313.4368932038833,1876.5722891566265,3786.2443609022557,3275.7548638132293,1691.8879668049792,2260.4888059701493,1754.459807073955,3350.883495145631,1509.5709677419354,3542.755656108597,3902.028112449799,2304.6141732283463,3513.6045627376425,1685.3531598513011,2115.255605381166,4620.548672566371,1966.0472972972973,1962.89010989011,1686.2239382239381,1412.5525291828794,2903.2289156626507,2037.1992481203008,2812.8101694915254,3291.981981981982,2144.534296028881,2106.0,1544.1238938053098,1570.4273504273503,1910.9744680851063,2364.0412844036696,2914.486692015209,2013.373076923077,2566.308080808081,2945.607843137255,3082.273224043716,1816.4796380090497,1862.813504823151,1437.377192982456,3156.3772727272726,1831.0826086956522,2080.3497757847535,5684.407582938388,2380.3260869565215,3287.159836065574,2397.3214285714284,2107.285106382979,2345.0756013745704,1674.588028169014,3488.4163424124513,3012.3289473684213,2076.848360655738,2497.5839432466996
8,2639.4851485148515,2380.141176470588,4292.371212121212,4153.4,1872.2708333333333,2628.0522388059703,1856.9313725490197,3799.1741293532336,1585.951768488746,4592.252293577982,4921.459677419355,2538.276,4104.874524714829,1801.6404494382023,2707.864864864865,5148.622807017544,2152.979865771812,2299.252747252747,1768.8217054263566,1462.2972972972973,3383.153846153846,2179.4641509433964,2963.457337883959,3604.828828828829,2385.1174377224197,2326.108870967742,1626.7488789237668,1647.9194915254238,2208.619658119658,2547.581818181818,3090.209125475285,2149.5607843137254,2861.3333333333335,3111.605095541401,3211.353260869565,2067.3899082568805,2032.4790996784566,1518.3761061946902,3663.931818181818,2003.3039647577093,2306.977375565611,6597.464114832536,2727.3203463203463,3994.5785123966944,3081.953608247423,2390.904761904762,2507.2334494773518,1805.2340425531916,3840.4341085271317,3794.3555555555554,2226.880165289256,2834.5489993910105
9,3036.812182741117,3082.3023255813955,4892.5496183206105,5235.715415019763,2055.1603375527425,2978.2201492537315,1948.4437086092714,4272.071428571428,1681.3032258064516,5828.643192488263,5959.540650406504,2782.3252032520327,4783.927203065134,1873.6,3530.2522935779816,5556.688596491228,2354.241610738255,2653.0738007380073,1802.4824902723735,1511.3938223938223,3935.878612716763,2307.242424242424,3136.0,3956.365296803653,2696.2473498233217,2551.4285714285716,1699.9,1717.4008438818566,2567.463519313305,2695.3574660633485,3246.946564885496,2325.1075697211154,3157.273195876289,3292.475,3343.467391304348,2360.060465116279,2192.3171521035597,1570.726457399103,4277.470319634704,2172.1511111111113,2532.4072398190046,7436.296116504855,3120.753246753247,4799.558333333333,3887.8947368421054,2707.9380530973453,2642.7915194346288,1947.2329749103942,4328.334645669292,4713.45045045045,2449.764705882353,3207.577423313771
10,3556.734375,3947.9942528735633,5577.85,6480.180722891566,2264.4458874458874,3309.278195488722,2030.3804713804714,4780.109375,1771.0228758169935,7112.396135265701,6973.2213114754095,3007.771784232365,5532.081081081081,1912.7148288973383,4387.56338028169,5864.762114537445,2549.277027027027,2924.667910447761,1839.6732283464567,1553.1356589147288,4643.074285714286,2404.6769230769232,3309.4236111111113,4306.097674418605,3083.9357142857143,2798.5206611570247,1765.6422018348624,1817.7383966244727,2996.5,2865.873303167421,3395.7786259541986,2558.60162601626,3430.434554973822,3513.167701863354,3472.8360655737706,2677.062200956938,2321.248366013072,1619.2488687782804,4999.6635944700465,2365.343891402715,2823.4036697247707,8173.367647058823,3555.004329004329,5720.368644067797,4637.663101604278,3065.689189189189,2776.8483754512636,2122.014492753623,4833.6150793650795,5716.409090909091,2732.814655172414,3605.4377874136803
11,4158.513368983958,4957.022727272727,6351.875,7777.397540983607,2521.1238938053098,3631.8015267175574,2099.3551724137933,5340.9304812834225,1874.3344370860927,8234.470297029702,7875.707112970711,3276.35593220339,6197.729411764706,1910.551724137931,5171.334928229665,6199.513392857143,2767.8831615120275,3111.342205323194,1872.596,1595.8984375,5393.857954545455,2454.149019607843,3497.763250883392,4642.071428571428,3543.210909090909,3051.6666666666665,1804.1064814814815,1922.7393162393162,3456.590308370044,3095.087155963303,3518.080459770115,2869.6611570247933,3728.4627659574467,3760.0736196319017,3620.0604395604396,2997.9507389162563,2437.5181518151817,1641.1826484018266,5752.584112149532,2581.1917808219177,3137.211267605634,8944.366834170854,4061.086956521739,6680.240343347639,5367.189189189189,3442.3317972350233,2804.1135531135533,2284.641025641026,5269.632,6833.502325581396,2947.6929824561403,4009.13241945895
