,0,1,2,3,4,5,6,7,8,mean
47,2181.327272727273,1840.2,3455.5842696629215,3077.7361111111113,1437.2027027027027,638.5714285714286,,8084.220338983051,1207.2903225806451,2740.266555792392
48,2202.08,1780.032786885246,3512.8571428571427,3050.089552238806,1420.840579710145,666.75,,8352.549019607843,1152.0701754385964,2767.1586570922223
49,2266.4222222222224,1748.6545454545455,3536.448717948718,2963.344262295082,1396.2923076923078,678.6666666666666,,8546.97619047619,1112.313725490196,2781.139829780741
50,2292.25641025641,1665.88,3398.662162162162,2977.3684210526317,1380.7704918032787,,,8703.727272727272,1081.5777777777778,3071.463219397076
51,2282.3823529411766,1551.2,3187.2537313432836,3032.52,1364.701754385965,,,8916.518518518518,1058.128205128205,3056.100651759593
52,2244.0384615384614,1435.325,3039.409836065574,3110.2,1333.622641509434,,,9169.434782608696,1004.6296296296297,3048.0943359073995
53,2224.846153846154,1284.258064516129,2967.927272727273,3131.2926829268295,1285.0869565217392,,,9319.052631578947,986.9090909090909,3028.4818361465946
54,2083.0,1187.4615384615386,3016.4166666666665,3179.324324324324,1299.7692307692307,,,9076.0,990.1875,2976.0227514602516
55,,1144.3181818181818,3038.945945945946,3210.878787878788,1279.5151515151515,,,8430.625,1000.4166666666666,3017.449955637456
56,,1037.9375,2940.2413793103447,3289.0,1280.7692307692307,,,8202.5,1010.125,2960.095518346596
57,,918.7142857142857,3016.3478260869565,3252.64,1236.578947368421,,,,,2106.070264792416
58,,,3146.0,3074.095238095238,1228.7142857142858,,,,,2482.9365079365084
59,,,3198.4615384615386,2853.1176470588234,,,,,,3025.789592760181
60,,,3280.1111111111113,2827.909090909091,,,,,,3054.010101010101
61,,,3215.0,2680.714285714286,,,,,,2947.857142857143
