,0,1,2,3,4,5,6,7,8,mean
0,774.2581967213115,521.3888888888889,723.3468634686346,499.1653225806452,591.4199288256227,521.0189573459716,688.5081300813008,678.5530303030303,734.7914893617021,636.9389786196787
1,859.8709677419355,587.71875,774.07299270073,621.06,703.3122807017544,615.2616822429907,760.9193548387096,740.5751879699249,821.5274261603375,720.4798491507091
2,965.1553784860557,666.003861003861,848.3152173913044,776.1739130434783,816.2118055555555,751.3179723502304,845.1209677419355,823.1865671641791,916.9336099585062,823.1576991883452
3,1084.9566929133857,767.5152671755725,944.7364620938628,939.84375,903.7147766323025,920.954128440367,965.1370967741935,945.1851851851852,1043.7795918367347,946.2025501168448
4,1236.5992217898834,868.1634980988593,1060.7224199288257,1110.957528957529,994.6360544217687,1087.3636363636363,1117.7032520325204,1133.5845588235295,1188.7782258064517,1088.723155135889
5,1426.1379310344828,962.2792452830189,1194.3780918727916,1311.536398467433,1100.4474576271186,1233.0585585585586,1337.4756097560976,1356.6007326007325,1366.0198412698412,1254.2148740522307
6,1644.2566037735849,1058.6165413533834,1323.0140350877193,1510.6374045801526,1187.053872053872,1359.0044843049327,1635.438524590164,1646.0,1576.1771653543308,1437.7998478997933
7,1867.4052044609666,1174.883895131086,1460.7622377622379,1664.594696969697,1285.6026936026935,1439.2466367713005,1980.396694214876,1993.6888888888889,1798.3450980392156,1629.4362273156626
8,2083.4776119402986,1319.9622641509434,1589.8881118881118,1768.3345864661653,1398.4813559322033,1542.9506726457398,2428.4663865546217,2342.981343283582,2021.0,1832.8380369846298
9,2269.28679245283,1468.3435114503816,1764.986013986014,1849.1380597014925,1522.996551724138,1635.497737556561,2991.6909871244634,2729.4436090225563,2268.1377952755906,2055.5023398104477
10,2442.544061302682,1599.7423076923078,1981.9508771929825,1926.1641791044776,1617.7447552447552,1735.559633027523,3736.315789473684,3092.8783269961978,2545.3505976095616,2297.5833919604634
11,2612.9765625,1731.8178294573643,2262.478873239437,2032.2565055762082,1693.4716312056737,1830.551886792453,4599.811659192825,3489.7846153846153,2863.9314516129034,2568.564557217942
12,2848.462151394422,1868.078431372549,2606.751773049645,2145.106463878327,1743.1046931407943,1916.5893719806763,5537.821100917431,3919.1456692913384,3233.6585365853657,2868.7464657345054
13,3145.157894736842,1997.399193548387,3043.43321299639,2188.1119691119693,1807.6360294117646,2027.7980295566501,6399.568075117371,4352.9,3572.396694214876,3170.489010966028
14,3476.6721991701243,2102.6147540983607,3523.279411764706,2216.3661417322833,1839.1753731343283,2157.3333333333335,7025.461538461538,4768.538775510204,3843.953781512605,3439.266145413054
15,3833.7838983050847,2202.829166666667,3983.14552238806,2219.464,1861.5437262357414,2317.7512953367877,7430.645320197044,5112.186721991701,4016.728448275862,3664.230899932994
16,4192.108225108225,2243.0851063829787,4416.300380228137,2219.723577235772,1820.0389105058366,2470.4521276595747,7787.035532994923,5469.78813559322,4098.653508771929,3857.4650560534
17,4475.778761061947,2296.4155844155844,4792.8178294573645,2222.261410788382,1737.5731225296443,2569.5274725274726,8117.963541666667,5817.831168831169,4032.5714285714284,4006.9711466499625
18,4665.882882882883,2327.5803571428573,5146.772908366534,2215.568376068376,1636.0202429149797,2651.062146892655,8250.844919786095,6247.577777777778,3878.9771689497716,4113.3651978646585
19,4777.414746543779,2341.406392694064,5401.939271255061,2188.1739130434785,1526.611570247934,2692.690058479532,8552.546961325967,6633.75,3611.929906542056,4191.829202236875
20,4834.5071090047395,2352.479069767442,5593.45643153527,2157.1592920353983,1437.6582278481012,2698.814371257485,8905.405714285715,7034.472222222223,3396.468899521531,4267.8245930531
21,4839.980487804878,2314.7224880382773,5688.978813559322,2138.4886877828053,1376.7229437229437,2659.385093167702,9263.54705882353,7540.095693779905,3275.5833333333335,4344.167177779189
22,4843.385,2290.9560975609756,5726.724890829694,2103.892018779343,1335.4336283185842,2620.5225806451613,9497.145454545454,8049.259803921569,3248.5151515151515,4412.870514012881
23,4852.3128205128205,2271.25,5665.71875,2086.267942583732,1311.4117647058824,2575.4866666666667,9478.289308176101,8597.878787878788,3270.53125,4456.571921169332
24,4875.820105820106,2288.6165803108806,5547.981818181818,2072.799019607843,1308.9859813084113,2552.6293706293704,9517.02614379085,9178.0,3342.5935828877004,4520.49473361522
25,4897.186813186813,2295.0851063829787,5400.065727699531,2090.89898989899,1305.5598086124403,2503.253623188406,9550.134228187919,9600.833333333334,3382.0828729281766,4558.344500379844
26,4890.005617977528,2318.8852459016393,5241.598086124402,2131.984455958549,1323.2549019607843,2516.6969696969695,9560.293706293707,9915.60773480663,3435.21387283237,4592.6156212836195
27,4787.616279069767,2378.775280898876,5097.748768472907,2175.3333333333335,1335.6326530612246,2472.531746031746,9377.890510948906,10016.176136363636,3477.7916666666665,4568.832930538562
28,4657.236363636363,2425.6220930232557,5018.076142131979,2224.9337016574586,1334.4635416666667,2386.159663865546,9094.257575757576,9970.171597633136,3522.1901840490796,4514.790095935674
29,4479.062893081761,2482.5421686746986,4888.631578947368,2237.4827586206898,1337.7043010752689,2213.566371681416,8712.992063492064,9850.294478527607,3556.0,4417.5862904556525
30,4251.598684210527,2519.2298136645963,4732.440217391304,2186.3058823529414,1341.7888888888888,2082.027777777778,8492.07438016529,9792.056962025317,3625.139072847682,4335.851297702702
31,4046.3175675675675,2586.367741935484,4519.276836158192,2132.59509202454,1338.551724137931,1922.2772277227723,8310.275862068966,9730.366666666667,3639.4758620689654,4247.278286705677
32,3847.326241134752,2643.4797297297296,4257.238372093023,2084.8797468354433,1372.1190476190477,1802.0526315789473,8019.287037037037,9687.68275862069,3676.557971014493,4154.513726184796
33,3736.274074074074,2745.113475177305,3989.6848484848483,2059.430463576159,1383.583850931677,1631.4606741573034,7921.0990099009905,9871.223021582733,3611.248120300752,4105.4575042428705
34,3576.4263565891474,2816.7132352941176,3746.6125,2068.3698630136987,1394.5548387096774,1475.8915662650602,7441.744680851064,10056.454545454546,3543.6031746031745,4013.3745289756093
35,3425.512,2849.7076923076925,3548.8366013071895,2112.115107913669,1425.731543624161,1370.4935064935064,6193.2441860465115,10294.97619047619,3290.5882352941176,3834.5783403847818
36,3277.991666666667,2799.5967741935483,3445.554054054054,2200.8496240601503,1444.5070422535211,1266.263888888889,4509.013157894737,10353.808333333332,2949.4159292035397,3583.0000522831597
37,3115.6052631578946,2684.076923076923,3395.5944055944055,2311.944,1452.8102189781023,1170.2388059701493,3380.8260869565215,10492.182608695652,2662.7476635514017,3407.33621955345
38,2975.770642201835,2556.787610619469,3405.4087591240877,2455.890756302521,1476.7906976744187,1076.8387096774193,1754.7586206896551,10250.073394495414,2294.107843137255,3138.491892658008
39,2803.5048543689322,2444.8396226415093,3398.8167938931297,2537.592920353982,1482.024,982.5862068965517,1013.9090909090909,9843.637254901962,2047.9072164948454,2950.53532894
40,2603.134020618557,2351.6633663366338,3368.4251968503936,2592.3333333333335,1480.5169491525423,908.6481481481482,934.0,9347.294736842105,1847.9782608695652,2825.9993346834754
41,2470.788888888889,2267.808510638298,3327.5409836065573,2661.372549019608,1490.3727272727272,844.68,,8852.166666666666,1724.5113636363637,2954.9052112161385
42,2341.190476190476,2200.1363636363635,3317.301724137931,2748.6082474226805,1484.6274509803923,811.2608695652174,,8392.482352941177,1637.607142857143,2866.651828466422
43,2266.0897435897436,2135.1807228915663,3331.4636363636364,2835.043956043956,1468.6489361702127,737.55,,8101.901234567901,1544.8125,2802.586341203377
44,2218.8194444444443,2057.0,3370.5384615384614,2918.8390804597702,1472.4222222222222,697.6470588235294,,7891.77027027027,1459.9736842105262,2760.876277746153
45,2187.230769230769,1974.3013698630136,3398.181818181818,3014.8414634146343,1450.3176470588235,662.8214285714286,,7870.342857142857,1371.0416666666667,2741.1348775162514
46,2153.6065573770493,1903.144927536232,3429.7741935483873,3068.103896103896,1450.225,640.95,,7977.0615384615385,1281.6617647058824,2738.065984716623
