,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,mean
0,956.3945945945947,1045.3333333333333,673.3020833333334,1149.1973684210527,1067.9673202614379,960.7446043165468,892.045871559633,1200.0829493087558,1110.918181818182,873.3363228699552,756.84,987.5807560137457,1458.1573426573427,649.140625,1047.9298245614036,985.665306122449,940.8070175438596,864.1917098445596,1080.3933333333334,809.0255474452555,818.7279151943463,1210.838827838828,899.4830917874397,1009.5974842767296,1068.4868913857679,1026.6653225806451,1985.446735395189,884.0549019607843,952.695652173913,1041.819587628866,930.6506024096385,1123.0,737.8254716981132,732.7470355731225,1021.9285714285714,1004.81,927.56993006993,1081.4378109452737,815.0206896551724,846.9914040114613,1355.989655172414,907.2396166134185,1098.8215962441313,1152.1301115241636,885.5730769230769,951.0432900432901,872.8843537414966,1018.1958041958042,1387.7926267281107,949.1554054054054,853.7248322147651,806.4860557768924,1662.2124352331607,1029.264705882353,1277.370909090909,727.0042372881356,1010.0667987576801
1,1089.2486772486773,1160.7578475336322,756.3917525773196,1230.7361563517916,1137.4354838709678,1063.220640569395,976.490990990991,1411.959090909091,1258.3482142857142,1005.8678414096917,860.1011235955057,1119.6326530612246,1777.3076923076924,721.7651515151515,1198.4304347826087,1071.5344129554655,1047.5043103448277,938.3163265306123,1346.2467532467533,856.4064748201439,867.2752613240418,1297.9025270758123,1112.3838862559242,1134.8777429467084,1276.8592592592593,1194.324,2176.404761904762,1037.6795366795366,1098.642857142857,1178.5939086294416,1063.9841897233202,1250.64,882.8697674418605,815.2684824902724,1154.0805369127518,1162.273631840796,1036.2206896551725,1200.8480392156862,953.5608108108108,890.1114285714285,1471.0816326530612,984.5746031746032,1324.2651162790698,1227.6580882352941,1008.4372623574144,1107.2575107296138,960.6291390728477,1183.8835616438357,1685.3744292237443,1116.635761589404,879.93,876.0627450980393,1889.4744897959183,1132.928870292887,1416.7018181818182,802.175,1140.7066674127725
2,1252.3489583333333,1263.5374449339206,890.2828282828283,1320.274193548387,1210.801282051282,1162.9574468085107,1084.1607142857142,1632.6651785714287,1423.7224669603524,1167.3290043290044,972.3333333333334,1252.9186440677965,2069.9583333333335,857.0222222222222,1380.9396551724137,1180.504,1174.7288135593221,1006.540404040404,1739.8471337579617,903.9219858156029,936.8327526132405,1400.2428571428572,1423.5046728971963,1305.8473520249222,1503.3370370370371,1383.1746031746031,2370.6216216216217,1273.4099616858236,1252.0422535211267,1378.0497512437812,1228.6102362204724,1404.9288537549407,1073.408256880734,906.1038461538461,1312.5533333333333,1294.9507389162561,1163.8259385665528,1340.6201923076924,1094.887417218543,936.8977272727273,1543.2424242424242,1035.4367088607594,1601.0871559633028,1285.1131386861314,1079.3849056603774,1270.834745762712,1061.8766233766235,1403.8918918918919,2050.0315315315315,1308.4013157894738,910.9635761589404,953.7027027027027,2186.655,1230.6059322033898,1642.8339350180506,888.7,1292.5608041936205
3,1441.1020408163265,1362.3799126637555,1102.5,1413.1565495207667,1269.2083333333333,1271.1814946619218,1238.6343612334801,1859.3274336283187,1634.2217391304348,1333.9871794871794,1084.5549450549452,1379.0236486486488,2324.0172413793102,1052.2753623188405,1594.0042918454935,1316.5418326693227,1315.1958333333334,1068.039603960396,2315.56875,944.2210526315789,1015.0625,1569.5836298932384,1771.5045871559632,1517.7670807453417,1741.1842105263158,1596.5393700787401,2680.7162162162163,1575.2943396226415,1428.8801843317972,1629.4634146341464,1433.2588235294118,1609.1541501976285,1342.8108108108108,987.722433460076,1494.6258278145694,1435.3970588235295,1281.3198653198654,1496.8867924528302,1266.5228758169935,989.1448863636364,1588.0730897009967,1071.0537974683543,1933.5900900900901,1330.144927536232,1140.5241635687732,1455.1583333333333,1185.121794871795,1667.6490066225165,2551.8660714285716,1515.3032258064516,960.0232558139535,1053.6704980842912,2608.344827586207,1347.3659574468086,1908.641577060932,1004.4,1473.2662728666148
4,1650.165,1456.6883116883116,1328.790243902439,1521.4171974522294,1319.843949044586,1403.5302491103203,1420.1298701298701,2033.951754385965,1859.128755364807,1487.4285714285713,1181.967213114754,1486.587837837838,2538.404109589041,1347.4014084507041,1840.8119658119658,1488.1434262948208,1467.3483606557377,1127.4285714285713,3011.5308641975307,974.757785467128,1102.1310344827587,1832.226148409894,2183.24200913242,1762.5895061728395,1975.3854961832062,1844.8509803921568,3173.037162162162,1891.5820895522388,1581.9136363636364,1974.9904306220096,1691.1450980392158,1847.255905511811,1697.4666666666667,1060.2134831460673,1708.2046204620463,1565.5756097560975,1393.5,1673.5416666666667,1432.5098039215686,1059.1045197740114,1644.5427631578948,1131.3343848580441,2347.2444444444445,1396.1444043321299,1203.4742647058824,1642.3811475409836,1310.55625,2024.4064516129033,3162.261061946903,1728.5541401273886,1003.531561461794,1158.4465648854962,3162.5388349514565,1477.1106382978724,2119.1392857142855,1125.65,1679.164955550181
5,1908.4950495049504,1578.4170212765957,1542.389423076923,1632.656050955414,1378.0984126984126,1546.067857142857,1622.4510638297872,2163.2052401746723,2076.063559322034,1597.900826446281,1278.5136612021859,1591.9796610169492,2737.6130136986303,1814.849315068493,2129.1906779661017,1692.2749003984063,1635.1451612903227,1192.2766990291261,3764.090909090909,1012.3924914675767,1192.763698630137,2267.2350877192985,2620.4474885844747,2039.493865030675,2220.1472868217056,2111.603112840467,3878.922033898305,2141.446494464945,1712.0892857142858,2460.885714285714,1983.1843137254903,2068.01581027668,2081.9074889867843,1144.3407407407408,1946.3344262295082,1682.2524271844661,1488.126245847176,1864.6164383561643,1615.2987012987012,1121.8398876404494,1691.4117647058824,1229.8611987381703,2802.7248908296942,1460.4408602150538,1293.3786764705883,1835.9435483870968,1441.7073170731708,2465.672955974843,3859.8274336283184,1941.9807692307693,1059.6566666666668,1284.0692307692307,3907.6555023923447,1603.107296137339,2261.3843416370105,1213.8166666666666,1908.7082261152793
6,2236.463054187192,1709.991631799163,1710.9764150943397,1759.974358974359,1470.9619047619049,1675.1964285714287,1879.7142857142858,2263.413043478261,2293.3037974683543,1678.7845528455284,1454.1748633879781,1708.4657534246576,2880.0103448275863,2469.3624161073826,2483.953781512605,1933.6706827309238,1827.621951219512,1244.4190476190477,4430.353293413174,1059.6565656565656,1323.6907216494844,2922.8327526132402,3029.719457013575,2350.2865853658536,2483.699604743083,2382.6293436293436,4699.996587030717,2352.4065934065934,1832.438596491228,3063.3207547169814,2286.0787401574803,2231.004,2410.4517543859647,1240.4117647058824,2183.702614379085,1835.6195121951218,1579.1881188118812,2102.7762557077626,1835.6923076923076,1189.593837535014,1779.2612903225806,1383.0379746835442,3289.1724137931033,1551.5195729537365,1365.1029411764705,2049.467741935484,1567.5119047619048,3089.0920245398775,4576.211453744493,2185.2547770700635,1134.1533333333334,1427.9769230769232,4787.202830188679,1766.5021645021645,2390.9750889679717,1287.4833333333333,2163.141675775152
7,2636.881773399015,1891.037037037037,1843.0046296296296,1870.855305466238,1595.6847133757963,1792.8817204301076,2190.3333333333335,2320.669565217391,2505.075630252101,1753.407258064516,1796.7857142857142,1827.8373702422145,3058.163763066202,3303.8486842105262,2951.175,2238.9596774193546,2053.6311475409834,1309.8364485981308,5041.125,1114.421768707483,1505.712802768166,3697.993031358885,3339.9864253393666,2681.418181818182,2745.385542168675,2668.751937984496,5591.729824561404,2582.288321167883,1981.323275862069,3792.2783018867926,2574.3824701195217,2303.75,2643.026086956522,1327.7289377289378,2376.0392156862745,2056.3627450980393,1655.9409836065574,2403.059633027523,2054.3354430379745,1257.9380281690142,1917.8785942492013,1591.7619047619048,3797.2948717948716,1674.758865248227,1446.6752767527676,2276.40562248996,1676.7777777777778,3856.8383233532936,5379.145374449339,2487.3607594936707,1214.3266666666666,1575.3243243243244,5709.263888888889,1924.9082969432313,2585.7561837455833,1355.3966244725739,2442.9450015006128
8,3165.330049261084,2120.3076923076924,1900.8772727272728,1989.0065146579805,1764.1693290734825,1903.963768115942,2635.5578512396696,2323.5087719298244,2719.169491525424,1844.38,2456.24861878453,1981.7909407665504,3275.3745583038867,4273.729032258065,3519.8347107438017,2595.9065040650407,2321.6182572614107,1376.0416666666667,5480.452941176471,1158.236301369863,1767.5208333333333,4453.693661971831,3486.0227272727275,2964.61094224924,2949.44262295082,2982.40625,6385.032142857143,2895.5347985347985,2205.823275862069,4647.303317535545,2849.995983935743,2316.1125,2757.8405172413795,1396.7781818181818,2539.562913907285,2487.0,1718.251633986928,2788.9441860465117,2294.272151898734,1329.798866855524,2120.798076923077,1850.3079365079366,4380.600858369099,1834.0283687943263,1575.1226765799256,2501.887550200803,1807.551724137931,4768.315789473684,6290.502202643172,2811.496855345912,1299.9,1746.6171875,6632.013953488372,2132.7321428571427,2843.241134751773,1388.9871794871794,2750.0992038848713
9,3715.970297029703,2422.488,1916.7671232876712,2116.2880794701987,1968.0353697749197,1983.9379562043796,3273.755186721992,2331.4713656387667,2951.073275862069,1957.9354838709678,3294.7303370786517,2166.387323943662,3524.3992805755397,5515.038709677419,4168.842323651453,3027.714876033058,2663.4767932489453,1466.0506912442397,5847.2411764705885,1200.5689655172414,2075.097902097902,5092.453571428571,3515.059633027523,3123.544342507645,3081.8125,3334.996015936255,7065.92,3292.606617647059,2453.7316017316016,5545.599033816425,3114.1260162601625,2368.5889830508477,2749.0,1463.412408759124,2701.326666666667,3133.786802030457,1789.097719869707,3255.957345971564,2558.1858974358975,1408.9022988505747,2350.621794871795,2116.8205128205127,5019.255411255412,2022.9928825622776,1765.687969924812,2783.79674796748,1987.9322033898304,5810.410404624277,7339.743362831859,3233.15,1397.7852348993288,1932.255905511811,7596.5352112676055,2374.8715596330276,3293.928825622776,1422.8103448275863,3090.785291864283
