,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,mean
10,2868.2629757785467,3799.456730769231,4806.375634517766,3767.537037037037,2685.7580645161293,4905.125,4795.130653266332,1715.245283018868,2797.396226415094,7417.123762376237,2741.9921875,3198.413612565445,4730.008810572687,2274.6153846153848,5684.801444043322,1838.5412186379929,6308.082644628099,2117.4444444444443,2835.3320158102765,2668.3555555555554,3903.7207207207207,3800.3492063492063,1796.5252525252524,1760.6965811965813,2131.7587719298244,3265.548076923077,3416.3545816733067,4866.349206349207,3532.0107529905576,2868.2629757785467,3799.456730769231,4806.375634517766,3767.537037037037,2685.7580645161293,4905.125,4795.130653266332,1715.245283018868,2797.396226415094,7417.123762376237,2741.9921875,3198.413612565445,4730.008810572687,2274.6153846153848,5684.801444043322,1838.5412186379929,6308.082644628099,2117.4444444444443,2835.3320158102765,2668.3555555555554,3903.7207207207207,3800.3492063492063,1796.5252525252524,1760.6965811965813,2131.7587719298244,3265.548076923077,3416.3545816733067,4866.349206349207,3532.0107529905563
11,3166.4736842105262,4506.058823529412,5405.269430051813,4156.009478672986,2867.9596774193546,5458.625514403292,5630.302083333333,1774.5945945945946,3214.206730769231,8297.492385786802,2839.1023622047246,3799.303191489362,5548.161434977578,2340.1450980392156,6503.58394160584,1929.2210144927535,6940.783898305085,2132.46835443038,3364.0717131474103,3452.503759398496,4248.876146788991,4108.903743315508,1874.7739726027398,1838.1913043478262,2301.28125,3812.2961165048546,3757.8542510121456,4909.768292682927,3934.93865171847,3166.4736842105262,4506.058823529412,5405.269430051813,4156.009478672986,2867.9596774193546,5458.625514403292,5630.302083333333,1774.5945945945946,3214.206730769231,8297.492385786802,2839.1023622047246,3799.303191489362,5548.161434977578,2340.1450980392156,6503.58394160584,1929.2210144927535,6940.783898305085,2132.46835443038,3364.0717131474103,3452.503759398496,4248.876146788991,4108.903743315508,1874.7739726027398,1838.1913043478262,2301.28125,3812.2961165048546,3757.8542510121456,4909.768292682927,3934.938651718471
12,3432.797153024911,5189.743718592965,6022.272727272727,4548.323671497585,3127.2479674796746,6054.786610878661,6415.340425531915,1845.9058823529413,3639.256157635468,9037.130208333334,2879.5099601593624,4457.342391304348,6543.921658986175,2382.8167330677293,7204.051660516605,2007.8278388278388,7519.571428571428,2103.6351931330473,3956.144,4706.287356321839,4612.718309859155,4309.545945945946,1959.111111111111,1903.674107142857,2547.8995433789955,4488.960199004975,4083.8477366255142,4964.075,4355.133739162754,3432.797153024911,5189.743718592965,6022.272727272727,4548.323671497585,3127.2479674796746,6054.786610878661,6415.340425531915,1845.9058823529413,3639.256157635468,9037.130208333334,2879.5099601593624,4457.342391304348,6543.921658986175,2382.8167330677293,7204.051660516605,2007.8278388278388,7519.571428571428,2103.6351931330473,3956.144,4706.287356321839,4612.718309859155,4309.545945945946,1959.111111111111,1903.674107142857,2547.8995433789955,4488.960199004975,4083.8477366255142,4964.075,4355.133739162754
13,3691.8763636363637,5827.5,6464.633333333333,4916.2660098522165,3456.5247933884298,6705.115384615385,7030.708791208791,1912.896,4034.2060301507536,9681.74054054054,2836.3614457831327,5066.767955801105,7564.816037735849,2381.1714285714284,7675.614232209738,2073.922509225092,7838.20704845815,2065.9868421052633,4649.890243902439,6403.536964980544,5003.740384615385,4498.619565217391,1993.7243816254418,1941.5454545454545,2781.610328638498,5237.97461928934,4397.542016806723,4955.245762711865,4753.13373103388,3691.8763636363637,5827.5,6464.633333333333,4916.2660098522165,3456.5247933884298,6705.115384615385,7030.708791208791,1912.896,4034.2060301507536,9681.74054054054,2836.3614457831327,5066.767955801105,7564.816037735849,2381.1714285714284,7675.614232209738,2073.922509225092,7838.20704845815,2065.9868421052633,4649.890243902439,6403.536964980544,5003.740384615385,4498.619565217391,1993.7243816254418,1941.5454545454545,2781.610328638498,5237.97461928934,4397.542016806723,4955.245762711865,4753.1337310338795
14,3927.560885608856,6421.245989304813,6930.291428571429,5385.005076142132,3809.5125,7386.734782608695,7401.28813559322,1967.8040816326532,4390.546875,10201.729281767955,2712.2090163934427,5586.179775280899,8617.874396135267,2347.8921161825724,8025.543396226415,2125.368029739777,7998.764705882353,2022.286995515695,5403.112033195021,8390.452380952382,5484.205,4646.11475409836,2013.8136200716847,1978.1898148148148,2976.3588516746413,6025.518518518518,4644.5,4878.298701298701,5132.08575507894,3927.560885608856,6421.245989304813,6930.291428571429,5385.005076142132,3809.5125,7386.734782608695,7401.28813559322,1967.8040816326532,4390.546875,10201.729281767955,2712.2090163934427,5586.179775280899,8617.874396135267,2347.8921161825724,8025.543396226415,2125.368029739777,7998.764705882353,2022.286995515695,5403.112033195021,8390.452380952382,5484.205,4646.11475409836,2013.8136200716847,1978.1898148148148,2976.3588516746413,6025.518518518518,4644.5,4878.298701298701,5132.085755078941
15,4123.377358490566,6904.218579234973,7368.470588235294,5936.82722513089,4198.857142857143,8103.977777777778,7570.7441860465115,2004.602510460251,4749.813829787234,10738.982954545454,2578.1464435146445,5984.482954545455,9727.358208955224,2276.268085106383,8158.148288973384,2173.8603773584905,8259.24074074074,1983.2293577981652,6187.042372881356,10431.90650406504,6008.8622448979595,4713.346368715083,2017.551094890511,2010.7298578199052,3106.549019607843,6727.85945945946,4876.8810572687225,4755.349557522124,5488.453005238807,4123.377358490566,6904.218579234973,7368.470588235294,5936.82722513089,4198.857142857143,8103.977777777778,7570.7441860465115,2004.602510460251,4749.813829787234,10738.982954545454,2578.1464435146445,5984.482954545455,9727.358208955224,2276.268085106383,8158.148288973384,2173.8603773584905,8259.24074074074,1983.2293577981652,6187.042372881356,10431.90650406504,6008.8622448979595,4713.346368715083,2017.551094890511,2010.7298578199052,3106.549019607843,6727.85945945946,4876.8810572687225,4755.349557522124,5488.453005238805
16,4302.865384615385,7301.0,7625.615853658536,6455.625668449198,4650.474358974359,8822.645454545454,7586.181818181818,2003.7179487179487,5201.17032967033,11145.076923076924,2493.331914893617,6375.608187134503,10837.081218274112,2174.1125541125543,8017.623076923077,2225.532567049808,8695.792452830188,1921.5924170616113,6931.554112554112,12210.53305785124,6613.010526315789,4704.227272727273,2047.2537313432836,2061.390243902439,3118.095477386935,7420.3184357541895,4979.018099547511,4608.067873303167,5804.589891387691,4302.865384615385,7301.0,7625.615853658536,6455.625668449198,4650.474358974359,8822.645454545454,7586.181818181818,2003.7179487179487,5201.17032967033,11145.076923076924,2493.331914893617,6375.608187134503,10837.081218274112,2174.1125541125543,8017.623076923077,2225.532567049808,8695.792452830188,1921.5924170616113,6931.554112554112,12210.53305785124,6613.010526315789,4704.227272727273,2047.2537313432836,2061.390243902439,3118.095477386935,7420.3184357541895,4979.018099547511,4608.067873303167,5804.589891387693
17,4474.13671875,7702.313953488372,8082.100628930818,6955.083333333333,5152.891304347826,9505.736111111111,7371.7125,2009.296943231441,5731.536723163842,11333.896341463415,2403.9220779220777,6672.946107784431,11972.479166666666,2108.6283185840707,7653.17578125,2283.1640625,9308.426470588236,1874.806763285024,7599.876106194691,13694.466101694916,7340.20218579235,4582.377906976744,2085.5151515151515,2103.9004975124376,3126.2435233160622,8036.281609195402,5102.792626728111,4491.097674418605,6098.5359532051825,4474.13671875,7702.313953488372,8082.100628930818,6955.083333333333,5152.891304347826,9505.736111111111,7371.7125,2009.296943231441,5731.536723163842,11333.896341463415,2403.9220779220777,6672.946107784431,11972.479166666666,2108.6283185840707,7653.17578125,2283.1640625,9308.426470588236,1874.806763285024,7599.876106194691,13694.466101694916,7340.20218579235,4582.377906976744,2085.5151515151515,2103.9004975124376,3126.2435233160622,8036.281609195402,5102.792626728111,4491.097674418605,6098.535953205182
18,4684.266932270916,8077.826347305389,8324.697368421053,7400.028571428571,5633.526785714285,10119.842857142858,6923.2532467532465,1985.6205357142858,6308.674418604651,11365.981012658227,2377.8893805309735,6929.833333333333,13098.197860962568,2035.7534246575342,7269.381889763779,2325.308,9841.82,1837.004975124378,8063.162895927602,14771.77922077922,8001.619318181818,4290.969879518072,2114.3696498054474,2127.0101522842638,3104.446808510638,8404.881656804733,5108.781990521327,4344.478468899521,6316.800249343524,4684.266932270916,8077.826347305389,8324.697368421053,7400.028571428571,5633.526785714285,10119.842857142858,6923.2532467532465,1985.6205357142858,6308.674418604651,11365.981012658227,2377.8893805309735,6929.833333333333,13098.197860962568,2035.7534246575342,7269.381889763779,2325.308,9841.82,1837.004975124378,8063.162895927602,14771.77922077922,8001.619318181818,4290.969879518072,2114.3696498054474,2127.0101522842638,3104.446808510638,8404.881656804733,5108.781990521327,4344.478468899521,6316.800249343523
19,4910.30081300813,8422.327160493827,8606.736486486487,7768.7588235294115,6067.871559633028,10730.69756097561,6414.221476510067,1939.954128440367,6899.403614457831,11133.263157894737,2312.568181818182,7095.284810126583,14264.225274725275,1978.4225352112676,6848.099601593625,2339.609756097561,10143.927461139896,1801.3589743589744,8456.916666666666,15445.37610619469,8785.848837209302,3969.574074074074,2152.581027667984,2133.342105263158,3148.792349726776,8599.469512195123,5059.568627450981,4154.166666666667,6485.095262486296,4910.30081300813,8422.327160493827,8606.736486486487,7768.7588235294115,6067.871559633028,10730.69756097561,6414.221476510067,1939.954128440367,6899.403614457831,11133.263157894737,2312.568181818182,7095.284810126583,14264.225274725275,1978.4225352112676,6848.099601593625,2339.609756097561,10143.927461139896,1801.3589743589744,8456.916666666666,15445.37610619469,8785.848837209302,3969.574074074074,2152.581027667984,2133.342105263158,3148.792349726776,8599.469512195123,5059.568627450981,4154.166666666667,6485.095262486297
20,5176.397489539749,8742.18064516129,8736.471428571429,8020.506097560976,6422.150234741784,11382.76,5921.673758865249,1881.252336448598,7409.124223602485,10767.691780821919,2190.8790697674417,7157.707792207792,15601.372881355932,1917.0432692307693,6401.311740890688,2367.2323651452284,10125.604278074867,1767.5183246073298,8730.661904761904,15875.864864864865,9498.616766467067,3679.1354838709676,2185.2388663967613,2109.691891891892,3186.1186440677966,8806.610062893082,4785.638190954774,4026.555,6602.607478312951,5176.397489539749,8742.18064516129,8736.471428571429,8020.506097560976,6422.150234741784,11382.76,5921.673758865249,1881.252336448598,7409.124223602485,10767.691780821919,2190.8790697674417,7157.707792207792,15601.372881355932,1917.0432692307693,6401.311740890688,2367.2323651452284,10125.604278074867,1767.5183246073298,8730.661904761904,15875.864864864865,9498.616766467067,3679.1354838709676,2185.2388663967613,2109.691891891892,3186.1186440677966,8806.610062893082,4785.638190954774,4026.555,6602.60747831295
21,5434.527659574468,9048.013333333334,8781.84328358209,8244.164556962025,6683.3317307692305,12103.71794871795,5397.851851851852,1815.1586538461538,7765.7692307692305,10410.05,2083.9810426540284,7217.838926174497,17324.694117647057,1857.7326732673268,6009.533057851239,2377.6271186440677,9622.430939226519,1752.483695652174,8827.210784313726,16327.6,10286.93125,3486.728476821192,2212.448559670782,2116.277777777778,3165.029239766082,9023.392156862745,4409.445595854922,3962.3489583333335,6705.291522140137,5434.527659574468,9048.013333333334,8781.84328358209,8244.164556962025,6683.3317307692305,12103.71794871795,5397.851851851852,1815.1586538461538,7765.7692307692305,10410.05,2083.9810426540284,7217.838926174497,17324.694117647057,1857.7326732673268,6009.533057851239,2377.6271186440677,9622.430939226519,1752.483695652174,8827.210784313726,16327.6,10286.93125,3486.728476821192,2212.448559670782,2116.277777777778,3165.029239766082,9023.392156862745,4409.445595854922,3962.3489583333335,6705.291522140135
22,5536.086956521739,9231.479166666666,8796.8515625,8292.072368421053,6883.925742574257,12825.72105263158,4817.806201550387,1747.1813725490197,7915.225165562914,10228.390977443609,1999.299019607843,7235.2827586206895,18900.836363636365,1820.0255102040817,5738.487394957983,2393.21645021645,8803.971428571429,1722.1284916201118,8963.316582914573,16578.251184834124,10864.201298701299,3360.625850340136,2195.156779661017,2107.8333333333335,3102.6385542168673,9092.369863013699,4091.8548387096776,3911.5806451612902,6755.564889812221,5536.086956521739,9231.479166666666,8796.8515625,8292.072368421053,6883.925742574257,12825.72105263158,4817.806201550387,1747.1813725490197,7915.225165562914,10228.390977443609,1999.299019607843,7235.2827586206895,18900.836363636365,1820.0255102040817,5738.487394957983,2393.21645021645,8803.971428571429,1722.1284916201118,8963.316582914573,16578.251184834124,10864.201298701299,3360.625850340136,2195.156779661017,2107.8333333333335,3102.6385542168673,9092.369863013699,4091.8548387096776,3911.5806451612902,6755.564889812219
23,5511.275555555556,9638.635036496351,8766.788617886179,8337.858108108108,7079.406091370558,13541.43169398907,4372.5,1680.0,7859.841379310345,10306.9765625,1947.3467336683418,7285.007142857143,20244.5125,1782.261780104712,5573.909871244635,2385.0355555555557,8022.609467455622,1678.7413793103449,9096.0103626943,16813.281553398057,11427.216216216217,3199.7042253521126,2189.082251082251,2119.958579881657,2919.73417721519,9262.528169014084,3773.313186813187,3878.5494505494507,6810.4827017010375,5511.275555555556,9638.635036496351,8766.788617886179,8337.858108108108,7079.406091370558,13541.43169398907,4372.5,1680.0,7859.841379310345,10306.9765625,1947.3467336683418,7285.007142857143,20244.5125,1782.261780104712,5573.909871244635,2385.0355555555557,8022.609467455622,1678.7413793103449,9096.0103626943,16813.281553398057,11427.216216216217,3199.7042253521126,2189.082251082251,2119.958579881657,2919.73417721519,9262.528169014084,3773.313186813187,3878.5494505494507,6810.482701701036
24,5515.135746606335,10032.610687022901,8558.376068376068,8348.574468085106,7220.1832460732985,14036.659217877095,4033.3706896551726,1608.1361256544503,7648.742857142857,10578.752066115703,1930.174358974359,7424.7037037037035,21138.727272727272,1728.7173913043478,5506.258771929824,2368.945205479452,7285.5123456790125,1638.202380952381,8919.887700534759,16815.894472361808,11607.283687943262,3053.122302158273,2180.533039647577,2154.1104294478528,2730.346405228758,9372.619402985074,3500.3238636363635,3851.6363636363635,6813.840723962122,5515.135746606335,10032.610687022901,8558.376068376068,8348.574468085106,7220.1832460732985,14036.659217877095,4033.3706896551726,1608.1361256544503,7648.742857142857,10578.752066115703,1930.174358974359,7424.7037037037035,21138.727272727272,1728.7173913043478,5506.258771929824,2368.945205479452,7285.5123456790125,1638.202380952381,8919.887700534759,16815.894472361808,11607.283687943262,3053.122302158273,2180.533039647577,2154.1104294478528,2730.346405228758,9372.619402985074,3500.3238636363635,3851.6363636363635,6813.840723962122
25,5464.752336448598,10457.285714285714,8283.59090909091,8238.962686567163,7330.443243243243,14310.757225433526,3860.5504587155965,1556.3333333333333,7484.360902255639,10787.226086956522,1892.3670212765958,7491.130769230769,21814.102040816328,1700.8994413407822,5469.955156950673,2346.344186046512,6691.044585987262,1611.6149068322982,8717.021978021978,16362.772020725388,11924.119402985074,2902.2014925373132,2161.211711711712,2203.4140127388537,2572.228187919463,9386.06976744186,3199.4593023255816,3763.846153846154,6785.145179823745,5464.752336448598,10457.285714285714,8283.59090909091,8238.962686567163,7330.443243243243,14310.757225433526,3860.5504587155965,1556.3333333333333,7484.360902255639,10787.226086956522,1892.3670212765958,7491.130769230769,21814.102040816328,1700.8994413407822,5469.955156950673,2346.344186046512,6691.044585987262,1611.6149068322982,8717.021978021978,16362.772020725388,11924.119402985074,2902.2014925373132,2161.211711711712,2203.4140127388537,2572.228187919463,9386.06976744186,3199.4593023255816,3763.846153846154,6785.145179823746
26,5271.22966507177,10911.0,7957.2307692307695,8068.558139534884,7295.049723756906,14485.096385542169,3847.762376237624,1482.1666666666667,7308.370078740158,11003.194444444445,1866.950819672131,7517.274193548387,22274.725352112677,1616.3720930232557,5454.133027522936,2336.8221153846152,6201.615894039735,1603.090322580645,8329.607954545454,15653.280423280423,12150.875,2812.1007751937987,2154.082949308756,2258.7302631578946,2448.6170212765956,9452.631147540984,2822.740963855422,3673.8098159509204,6723.468513615,5271.22966507177,10911.0,7957.2307692307695,8068.558139534884,7295.049723756906,14485.096385542169,3847.762376237624,1482.1666666666667,7308.370078740158,11003.194444444445,1866.950819672131,7517.274193548387,22274.725352112677,1616.3720930232557,5454.133027522936,2336.8221153846152,6201.615894039735,1603.090322580645,8329.607954545454,15653.280423280423,12150.875,2812.1007751937987,2154.082949308756,2258.7302631578946,2448.6170212765956,9452.631147540984,2822.740963855422,3673.8098159509204,6723.468513615
27,5025.413793103448,11255.389380530973,7665.298969072165,7948.178861788618,7148.040229885058,14646.074534161491,3747.0208333333335,1418.2658959537573,7241.148760330579,11072.97,1822.7909604519773,7550.475,22734.525925925926,1561.5843373493976,5454.336448598131,2328.650246305419,5782.888888888889,1589.46,7938.25,14526.357142857143,12215.950413223141,2677.935483870968,2119.632075471698,2316.4275862068966,2386.4233576642337,9591.594827586207,2405.962962962963,3522.7452229299365,6631.921147801869,5025.413793103448,11255.389380530973,7665.298969072165,7948.178861788618,7148.040229885058,14646.074534161491,3747.0208333333335,1418.2658959537573,7241.148760330579,11072.97,1822.7909604519773,7550.475,22734.525925925926,1561.5843373493976,5454.336448598131,2328.650246305419,5782.888888888889,1589.46,7938.25,14526.357142857143,12215.950413223141,2677.935483870968,2119.632075471698,2316.4275862068966,2386.4233576642337,9591.594827586207,2405.962962962963,3522.7452229299365,6631.921147801869
