,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,mean
0,1002.2372881355932,882.4979919678715,939.7972350230415,903.094861660079,984.6979166666666,1062.5021645021645,1143.2361809045226,622.5396825396825,978.4223300970874,790.6205357142857,798.3209459459459,1063.9308943089432,895.521568627451,924.519801980198,811.9818181818182,962.974358974359,1249.4414893617022,836.3498349834983,636.0847457627119,976.4681647940075,1230.696261682243,866.2205882352941,1025.6305220883535,826.1883408071749,1236.3203883495146,1059.9469387755103,1025.34375,1235.4702702702702,931.3181818181819,907.0507462686567,744.1704545454545,806.6533333333333,839.4936170212766,792.1681415929204,1194.4421052631578,927.5647482014389,947.6088388440114,1002.2372881355932,882.4979919678715,939.7972350230415,903.094861660079,984.6979166666666,1062.5021645021645,1143.2361809045226,622.5396825396825,978.4223300970874,790.6205357142857,798.3209459459459,1063.9308943089432,895.521568627451,924.519801980198,811.9818181818182,962.974358974359,1249.4414893617022,836.3498349834983,636.0847457627119,976.4681647940075,1230.696261682243,866.2205882352941,1025.6305220883535,826.1883408071749,1236.3203883495146,1059.9469387755103,1025.34375,1235.4702702702702,931.3181818181819,907.0507462686567,744.1704545454545,806.6533333333333,839.4936170212766,792.1681415929204,1194.4421052631578,927.5647482014389,947.6088388440112
1,1181.2916666666667,997.8964143426294,1005.9909090909091,1094.3700787401574,1179.204081632653,1216.9525862068965,1381.320197044335,649.3798449612403,1085.5215311004786,877.9603524229075,851.08,1174.7791164658634,1010.1589147286821,1030.7233009708739,937.3063063063063,1060.0355329949239,1367.0104166666667,943.237012987013,692.0798319327731,1021.7970479704798,1465.6880733944954,949.5555555555555,1137.3346613545816,923.8766519823788,1483.2125603864733,1169.4274193548388,1204.75,1358.0534759358288,1039.6803278688524,1026.4852071005917,847.8609022556391,894.4759825327511,933.3389121338912,858.0478260869565,1363.2020725388602,1037.3607142857143,1068.0679301666628,1181.2916666666667,997.8964143426294,1005.9909090909091,1094.3700787401574,1179.204081632653,1216.9525862068965,1381.320197044335,649.3798449612403,1085.5215311004786,877.9603524229075,851.08,1174.7791164658634,1010.1589147286821,1030.7233009708739,937.3063063063063,1060.0355329949239,1367.0104166666667,943.237012987013,692.0798319327731,1021.7970479704798,1465.6880733944954,949.5555555555555,1137.3346613545816,923.8766519823788,1483.2125603864733,1169.4274193548388,1204.75,1358.0534759358288,1039.6803278688524,1026.4852071005917,847.8609022556391,894.4759825327511,933.3389121338912,858.0478260869565,1363.2020725388602,1037.3607142857143,1068.067930166662
2,1395.2880658436213,1102.3254901960784,1085.0848214285713,1338.9418604651162,1433.135,1426.3809523809523,1644.980487804878,691.1428571428571,1191.9858490566037,970.3157894736842,912.4966887417219,1363.1075697211156,1130.3527131782946,1169.4142857142858,1079.0,1171.9900497512438,1487.1333333333334,1065.1935483870968,775.3166666666667,1066.978102189781,1803.659090909091,1050.5380952380951,1225.6468253968253,1043.9606986899564,1799.1941747572816,1301.6944444444443,1403.594427244582,1504.3862433862435,1180.1097560975609,1165.5953079178885,1011.6404494382023,1013.3347639484979,1030.3609958506224,940.4094827586207,1562.0761421319796,1164.4697508896797,1213.9231883493187,1395.2880658436213,1102.3254901960784,1085.0848214285713,1338.9418604651162,1433.135,1426.3809523809523,1644.980487804878,691.1428571428571,1191.9858490566037,970.3157894736842,912.4966887417219,1363.1075697211156,1130.3527131782946,1169.4142857142858,1079.0,1171.9900497512438,1487.1333333333334,1065.1935483870968,775.3166666666667,1066.978102189781,1803.659090909091,1050.5380952380951,1225.6468253968253,1043.9606986899564,1799.1941747572816,1301.6944444444443,1403.594427244582,1504.3862433862435,1180.1097560975609,1165.5953079178885,1011.6404494382023,1013.3347639484979,1030.3609958506224,940.4094827586207,1562.0761421319796,1164.4697508896797,1213.9231883493185
3,1645.5081967213114,1194.249027237354,1170.1850220264316,1559.1544401544402,1779.512315270936,1723.2251082251082,1923.673076923077,791.3088235294117,1308.786046511628,1111.3391304347826,991.1503267973857,1684.3280632411067,1280.15,1331.0747663551401,1241.8908554572272,1342.8480392156862,1641.1818181818182,1213.9166666666667,910.5416666666666,1104.0143884892086,2279.28125,1172.2196261682243,1296.7936507936508,1177.3133047210301,2209.1073170731706,1431.4375,1560.4890282131662,1698.2947368421053,1356.4274193548388,1325.3855072463768,1240.25,1166.7222222222222,1140.6204081632652,1034.609442060086,1802.5671641791046,1285.4452296819788,1392.3611551340173,1645.5081967213114,1194.249027237354,1170.1850220264316,1559.1544401544402,1779.512315270936,1723.2251082251082,1923.673076923077,791.3088235294117,1308.786046511628,1111.3391304347826,991.1503267973857,1684.3280632411067,1280.15,1331.0747663551401,1241.8908554572272,1342.8480392156862,1641.1818181818182,1213.9166666666667,910.5416666666666,1104.0143884892086,2279.28125,1172.2196261682243,1296.7936507936508,1177.3133047210301,2209.1073170731706,1431.4375,1560.4890282131662,1698.2947368421053,1356.4274193548388,1325.3855072463768,1240.25,1166.7222222222222,1140.6204081632652,1034.609442060086,1802.5671641791046,1285.4452296819788,1392.361155134017
4,1905.9590163934427,1306.972972972973,1250.2445414847161,1713.2605363984674,2262.2195121951218,2126.8,2141.114285714286,907.65,1456.3640552995391,1256.7445887445888,1099.651612903226,2172.266666666667,1455.5687022900763,1483.0,1423.929411764706,1633.626213592233,1833.648514851485,1389.095541401274,1106.6639004149379,1154.125,2913.0833333333335,1322.4193548387098,1361.416,1336.1837606837607,2695.049019607843,1596.9846153846154,1693.5650793650793,1923.3121693121693,1540.562248995984,1495.389534883721,1506.1148148148147,1352.3744680851064,1285.570281124498,1123.6336206896551,2094.421568627451,1419.3333333333333,1603.8421743379947,1905.9590163934427,1306.972972972973,1250.2445414847161,1713.2605363984674,2262.2195121951218,2126.8,2141.114285714286,907.65,1456.3640552995391,1256.7445887445888,1099.651612903226,2172.266666666667,1455.5687022900763,1483.0,1423.929411764706,1633.626213592233,1833.648514851485,1389.095541401274,1106.6639004149379,1154.125,2913.0833333333335,1322.4193548387098,1361.416,1336.1837606837607,2695.049019607843,1596.9846153846154,1693.5650793650793,1923.3121693121693,1540.562248995984,1495.389534883721,1506.1148148148147,1352.3744680851064,1285.570281124498,1123.6336206896551,2094.421568627451,1419.3333333333333,1603.842174337995
5,2190.3211382113823,1458.1800766283525,1336.2576419213974,1865.551330798479,2933.8564593301435,2684.7719298245615,2285.047393364929,1089.5673758865248,1683.4174311926606,1406.3862660944205,1234.8977635782749,2763.078431372549,1650.216730038023,1652.0181818181818,1633.1147058823528,2007.1826923076924,2091.3872549019607,1590.7866242038217,1315.293388429752,1224.4255319148936,3747.116883116883,1528.633484162896,1427.7228915662652,1532.0851063829787,3210.399014778325,1767.8973384030419,1856.475884244373,2188.0157068062827,1722.2988047808765,1656.9273255813953,1761.3566176470588,1572.1106382978724,1468.8577075098815,1225.4224137931035,2402.7548076923076,1539.4564459930314,1852.8691505126917,2190.3211382113823,1458.1800766283525,1336.2576419213974,1865.551330798479,2933.8564593301435,2684.7719298245615,2285.047393364929,1089.5673758865248,1683.4174311926606,1406.3862660944205,1234.8977635782749,2763.078431372549,1650.216730038023,1652.0181818181818,1633.1147058823528,2007.1826923076924,2091.3872549019607,1590.7866242038217,1315.293388429752,1224.4255319148936,3747.116883116883,1528.633484162896,1427.7228915662652,1532.0851063829787,3210.399014778325,1767.8973384030419,1856.475884244373,2188.0157068062827,1722.2988047808765,1656.9273255813953,1761.3566176470588,1572.1106382978724,1468.8577075098815,1225.4224137931035,2402.7548076923076,1539.4564459930314,1852.8691505126926
6,2550.0,1634.2927756653992,1437.657894736842,2045.4792452830188,3780.188679245283,3446.8141592920356,2416.3802816901407,1403.5744680851064,2003.1227272727272,1566.7210300429185,1397.2133757961783,3338.920948616601,1850.6188679245283,1816.5714285714287,1834.6745562130177,2436.8125,2422.9313725490197,1817.0289389067525,1453.877049180328,1312.6985815602836,4786.847161572053,1782.299107142857,1488.8393574297188,1768.139240506329,3721.910447761194,1923.0714285714287,2084.2019543973943,2459.8652849740934,1886.047619047619,1790.3139534883721,1927.1751824817518,1796.1659574468085,1693.2332015810277,1336.3275862068965,2769.852380952381,1688.6909722222222,2135.2377699003814,2550.0,1634.2927756653992,1437.657894736842,2045.4792452830188,3780.188679245283,3446.8141592920356,2416.3802816901407,1403.5744680851064,2003.1227272727272,1566.7210300429185,1397.2133757961783,3338.920948616601,1850.6188679245283,1816.5714285714287,1834.6745562130177,2436.8125,2422.9313725490197,1817.0289389067525,1453.877049180328,1312.6985815602836,4786.847161572053,1782.299107142857,1488.8393574297188,1768.139240506329,3721.910447761194,1923.0714285714287,2084.2019543973943,2459.8652849740934,1886.047619047619,1790.3139534883721,1927.1751824817518,1796.1659574468085,1693.2332015810277,1336.3275862068965,2769.852380952381,1688.6909722222222,2135.2377699003823
7,2953.2195121951218,1790.375,1542.671052631579,2243.569288389513,4699.130232558139,4434.798206278027,2643.3349056603774,1988.049645390071,2373.665158371041,1708.2640692640693,1558.2619808306708,3814.384,2072.6566037735847,1984.7092511013216,2054.6331360946747,2884.186602870813,2800.318407960199,2068.188311688312,1524.8536585365853,1409.854609929078,5903.6419213973795,2034.5442477876106,1554.7349397590363,2047.563025210084,4166.713567839196,2054.3074074074075,2383.2093023255816,2685.3886010362694,2069.1462450592885,1884.271137026239,2017.9120879120878,2006.263829787234,1916.8412698412699,1459.53711790393,3182.8009478672984,1847.8793103448277,2437.88551644522,2953.2195121951218,1790.375,1542.671052631579,2243.569288389513,4699.130232558139,4434.798206278027,2643.3349056603774,1988.049645390071,2373.665158371041,1708.2640692640693,1558.2619808306708,3814.384,2072.6566037735847,1984.7092511013216,2054.6331360946747,2884.186602870813,2800.318407960199,2068.188311688312,1524.8536585365853,1409.854609929078,5903.6419213973795,2034.5442477876106,1554.7349397590363,2047.563025210084,4166.713567839196,2054.3074074074075,2383.2093023255816,2685.3886010362694,2069.1462450592885,1884.271137026239,2017.9120879120878,2006.263829787234,1916.8412698412699,1459.53711790393,3182.8009478672984,1847.8793103448277,2437.8855164452216
8,3346.6897959183675,1917.2366412213742,1655.132743362832,2443.873134328358,5575.182242990654,5481.877272727273,3000.6824644549765,2851.446808510638,2707.0227272727275,1832.8105726872247,1706.373801916933,4183.568548387097,2328.6425855513307,2136.35807860262,2315.2218934911243,3434.7224880382773,3237.7688442211056,2321.5686274509803,1609.6935483870968,1492.9750889679715,7151.8458149779735,2297.6769911504425,1621.641129032258,2351.0632911392404,4561.046153846154,2166.2773722627735,2742.5084175084176,2918.3419689119173,2245.2529644268775,1930.1173020527858,2044.819188191882,2206.852813852814,2159.0753968253966,1596.1277533039647,3560.5,2009.5379310344827,2753.931455472399,3346.6897959183675,1917.2366412213742,1655.132743362832,2443.873134328358,5575.182242990654,5481.877272727273,3000.6824644549765,2851.446808510638,2707.0227272727275,1832.8105726872247,1706.373801916933,4183.568548387097,2328.6425855513307,2136.35807860262,2315.2218934911243,3434.7224880382773,3237.7688442211056,2321.5686274509803,1609.6935483870968,1492.9750889679715,7151.8458149779735,2297.6769911504425,1621.641129032258,2351.0632911392404,4561.046153846154,2166.2773722627735,2742.5084175084176,2918.3419689119173,2245.2529644268775,1930.1173020527858,2044.819188191882,2206.852813852814,2159.0753968253966,1596.1277533039647,3560.5,2009.5379310344827,2753.9314554723987
9,3669.3786008230454,2026.2062256809338,1776.929203539823,2668.066914498141,6235.473684210527,6397.018518518518,3629.019047619048,3919.460431654676,3004.380733944954,1950.5555555555557,1835.9483870967742,4549.383673469388,2582.4883720930234,2267.4166666666665,2597.186943620178,4025.354368932039,3734.7948717948716,2582.7730263157896,1826.784,1573.682142857143,8447.401785714286,2525.0575221238937,1665.6774193548388,2699.863247863248,4972.062176165803,2279.0252707581226,3127.4402730375427,3133.0051813471505,2444.1309523809523,1932.9347181008902,2052.936329588015,2354.6283185840707,2453.7301587301586,1743.2556053811659,3918.622641509434,2147.4275862068966,3076.375015437154,3669.3786008230454,2026.2062256809338,1776.929203539823,2668.066914498141,6235.473684210527,6397.018518518518,3629.019047619048,3919.460431654676,3004.380733944954,1950.5555555555557,1835.9483870967742,4549.383673469388,2582.4883720930234,2267.4166666666665,2597.186943620178,4025.354368932039,3734.7948717948716,2582.7730263157896,1826.784,1573.682142857143,8447.401785714286,2525.0575221238937,1665.6774193548388,2699.863247863248,4972.062176165803,2279.0252707581226,3127.4402730375427,3133.0051813471505,2444.1309523809523,1932.9347181008902,2052.936329588015,2354.6283185840707,2453.7301587301586,1743.2556053811659,3918.622641509434,2147.4275862068966,3076.3750154371533
