,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,mean
10,3936.4,2137.806324110672,1912.5855855855855,2921.6222222222223,6384.220588235294,7044.92380952381,4600.565853658537,5160.89928057554,3238.572093023256,2044.626126126126,1965.8300653594772,4971.551440329218,2838.547244094488,2367.1238938053098,2876.4320241691844,4492.311881188119,4234.7947368421055,2885.0631229235883,2268.496,1667.046762589928,9648.518018018018,2717.224215246637,1687.2682926829268,3110.991266375546,5501.4,2411.859712230216,3519.9444444444443,3390.812834224599,2650.236,1917.6876876876877,2027.5877862595419,2468.545045045045,2762.604,1898.7013574660634,4283.841346153846,2257.0,3394.545585005473,3936.4,2137.806324110672,1912.5855855855855,2921.6222222222223,6384.220588235294,7044.92380952381,4600.565853658537,5160.89928057554,3238.572093023256,2044.626126126126,1965.8300653594772,4971.551440329218,2838.547244094488,2367.1238938053098,2876.4320241691844,4492.311881188119,4234.7947368421055,2885.0631229235883,2268.496,1667.046762589928,9648.518018018018,2717.224215246637,1687.2682926829268,3110.991266375546,5501.4,2411.859712230216,3519.9444444444443,3390.812834224599,2650.236,1917.6876876876877,2027.5877862595419,2468.545045045045,2762.604,1898.7013574660634,4283.841346153846,2257.0,3394.545585005474
11,4228.865546218487,2262.0,2039.3394495412845,3175.4163568773233,6246.59,7426.044117647059,5708.621890547263,6558.423357664234,3474.1047619047617,2144.5636363636363,2110.3056478405315,5436.721518987341,3058.7991967871485,2441.42600896861,3063.435582822086,4729.045,4721.6720430107525,3192.7792642140466,2878.32,1756.92,10767.261467889908,2894.5136363636366,1676.760162601626,3540.4598214285716,6139.580645161291,2606.605072463768,3834.3368794326243,3704.853260869565,2877.576612903226,1899.951367781155,2021.5426356589148,2538.188940092166,3074.7206477732793,2061.470319634703,4600.410891089109,2339.6493055555557,3700.868751280379,4228.865546218487,2262.0,2039.3394495412845,3175.4163568773233,6246.59,7426.044117647059,5708.621890547263,6558.423357664234,3474.1047619047617,2144.5636363636363,2110.3056478405315,5436.721518987341,3058.7991967871485,2441.42600896861,3063.435582822086,4729.045,4721.6720430107525,3192.7792642140466,2878.32,1756.92,10767.261467889908,2894.5136363636366,1676.760162601626,3540.4598214285716,6139.580645161291,2606.605072463768,3834.3368794326243,3704.853260869565,2877.576612903226,1899.951367781155,2021.5426356589148,2538.188940092166,3074.7206477732793,2061.470319634703,4600.410891089109,2339.6493055555557,3700.86875128038
12,4606.775423728814,2360.5473251028807,2138.5707547169814,3365.8475836431226,5961.484536082474,7572.41,6614.897959183673,7905.248175182482,3649.6813725490197,2246.7429906542056,2268.373737373737,5869.901287553648,3279.565573770492,2552.0825688073396,3154.4596273291927,4684.085858585859,5167.422222222222,3531.4848484848485,3484.582995951417,1866.6190476190477,11876.766355140187,3078.1481481481483,1670.594262295082,4022.771689497717,7030.628415300546,2837.243636363636,4086.356115107914,4087.088888888889,3098.0975609756097,1900.0092307692307,2009.600790513834,2585.239436619718,3352.3086419753085,2256.3179723502303,4971.015306122449,2380.3636363636365,3986.7592770826004,4606.775423728814,2360.5473251028807,2138.5707547169814,3365.8475836431226,5961.484536082474,7572.41,6614.897959183673,7905.248175182482,3649.6813725490197,2246.7429906542056,2268.373737373737,5869.901287553648,3279.565573770492,2552.0825688073396,3154.4596273291927,4684.085858585859,5167.422222222222,3531.4848484848485,3484.582995951417,1866.6190476190477,11876.766355140187,3078.1481481481483,1670.594262295082,4022.771689497717,7030.628415300546,2837.243636363636,4086.356115107914,4087.088888888889,3098.0975609756097,1900.0092307692307,2009.600790513834,2585.239436619718,3352.3086419753085,2256.3179723502303,4971.015306122449,2380.3636363636365,3986.7592770826
13,5160.650862068966,2422.9240506329115,2227.487922705314,3495.2284644194756,5658.063492063492,7643.3948717948715,7103.229166666667,9116.817518248175,3830.203045685279,2368.4736842105262,2439.667808219178,6219.644736842105,3441.3,2662.868544600939,3187.7295597484276,4483.819587628866,5558.846590909091,3916.59793814433,3818.9795918367345,1986.0706319702601,12976.535885167465,3287.0616113744077,1665.4439834024897,4581.609302325582,8141.74011299435,3090.893772893773,4302.728937728938,4405.241379310345,3351.4139344262294,1913.8660436137072,1984.3927125506073,2634.2884615384614,3714.3765690376567,2443.4460093896714,5338.588541666667,2394.2332155477034,4249.107181704546,5160.650862068966,2422.9240506329115,2227.487922705314,3495.2284644194756,5658.063492063492,7643.3948717948715,7103.229166666667,9116.817518248175,3830.203045685279,2368.4736842105262,2439.667808219178,6219.644736842105,3441.3,2662.868544600939,3187.7295597484276,4483.819587628866,5558.846590909091,3916.59793814433,3818.9795918367345,1986.0706319702601,12976.535885167465,3287.0616113744077,1665.4439834024897,4581.609302325582,8141.74011299435,3090.893772893773,4302.728937728938,4405.241379310345,3351.4139344262294,1913.8660436137072,1984.3927125506073,2634.2884615384614,3714.3765690376567,2443.4460093896714,5338.588541666667,2394.2332155477034,4249.107181704543
14,6051.371179039302,2473.8369098712446,2293.8465346534654,3653.0798479087453,5347.03825136612,7656.857894736842,7422.575268817204,10106.080291970802,4101.0625,2465.5566502463053,2575.63986013986,6432.504464285715,3591.3702127659576,2801.0625,3173.3846153846152,4155.913978494624,5918.169590643275,4302.4668989547035,3895.690082644628,2071.1297709923665,13946.024390243903,3575.4341463414635,1657.523404255319,5187.6746411483255,9283.508771929824,3355.67037037037,4482.472118959108,4758.443786982249,3670.276859504132,1908.5601265822784,1964.4814814814815,2661.9554455445545,4118.148936170212,2631.650717703349,5755.449197860962,2394.615107913669,4495.570189052973,6051.371179039302,2473.8369098712446,2293.8465346534654,3653.0798479087453,5347.03825136612,7656.857894736842,7422.575268817204,10106.080291970802,4101.0625,2465.5566502463053,2575.63986013986,6432.504464285715,3591.3702127659576,2801.0625,3173.3846153846152,4155.913978494624,5918.169590643275,4302.4668989547035,3895.690082644628,2071.1297709923665,13946.024390243903,3575.4341463414635,1657.523404255319,5187.6746411483255,9283.508771929824,3355.67037037037,4482.472118959108,4758.443786982249,3670.276859504132,1908.5601265822784,1964.4814814814815,2661.9554455445545,4118.148936170212,2631.650717703349,5755.449197860962,2394.615107913669,4495.570189052973
15,7391.424107142857,2498.3013100436683,2323.786802030457,3834.3474903474903,5207.782122905028,7577.978378378379,7902.839779005525,11007.015151515152,4372.547872340426,2542.2663316582916,2674.2277580071172,6554.497695852535,3776.1391304347826,2959.3880597014927,3096.12012987013,3869.0164835164837,6270.624242424243,4687.640569395018,3929.383966244726,2188.3565891472867,14919.24,3893.507462686567,1673.6434782608696,5831.413793103448,10539.036144578313,3638.6882129277565,4668.511363636364,5094.814814814815,4083.6118143459917,1926.016129032258,1924.3933054393306,2691.715736040609,4514.116883116883,2748.1029411764707,6277.183333333333,2368.6861313868612,4762.6768198289155,7391.424107142857,2498.3013100436683,2323.786802030457,3834.3474903474903,5207.782122905028,7577.978378378379,7902.839779005525,11007.015151515152,4372.547872340426,2542.2663316582916,2674.2277580071172,6554.497695852535,3776.1391304347826,2959.3880597014927,3096.12012987013,3869.0164835164837,6270.624242424243,4687.640569395018,3929.383966244726,2188.3565891472867,14919.24,3893.507462686567,1673.6434782608696,5831.413793103448,10539.036144578313,3638.6882129277565,4668.511363636364,5094.814814814815,4083.6118143459917,1926.016129032258,1924.3933054393306,2691.715736040609,4514.116883116883,2748.1029411764707,6277.183333333333,2368.6861313868612,4762.676819828914
16,9076.168949771689,2510.775784753363,2333.3697916666665,4055.7686274509806,5176.201149425287,7516.122222222222,8685.52840909091,12179.42857142857,4610.226519337017,2630.860824742268,2781.2815884476536,6617.443396226415,3990.3141592920356,3109.233502538071,3035.4257425742576,3701.431818181818,6608.012422360249,5012.909747292419,4000.8884120171674,2317.6614173228345,15704.31794871795,4176.535714285715,1672.8933333333334,6473.161616161616,11472.325,3946.3046875,4916.640926640926,5412.025316455696,4690.982758620689,1924.4918032786886,1880.6025641025642,2711.502590673575,4839.070796460177,2813.656565656566,6888.925714285714,2319.8104089219332,5049.786133367696,9076.168949771689,2510.775784753363,2333.3697916666665,4055.7686274509806,5176.201149425287,7516.122222222222,8685.52840909091,12179.42857142857,4610.226519337017,2630.860824742268,2781.2815884476536,6617.443396226415,3990.3141592920356,3109.233502538071,3035.4257425742576,3701.431818181818,6608.012422360249,5012.909747292419,4000.8884120171674,2317.6614173228345,15704.31794871795,4176.535714285715,1672.8933333333334,6473.161616161616,11472.325,3946.3046875,4916.640926640926,5412.025316455696,4690.982758620689,1924.4918032786886,1880.6025641025642,2711.502590673575,4839.070796460177,2813.656565656566,6888.925714285714,2319.8104089219332,5049.786133367695
17,10730.873831775702,2520.256880733945,2364.529411764706,4268.172,5182.244047619048,7435.005780346821,9556.455621301775,13224.442622950819,4908.284090909091,2709.5106382978724,2860.202205882353,6636.555555555556,4250.481981981982,3197.0314136125653,3043.154882154882,3646.3882352941177,6967.884615384615,5321.069852941177,4114.929824561404,2485.847389558233,16277.089947089948,4391.984293193717,1667.5863636363636,7054.046632124352,12122.070967741936,4200.956349206349,5168.117647058823,5784.664473684211,5468.149779735682,1924.56146179402,1834.8458149779735,2785.8770053475937,5084.873303167421,2793.1347150259066,7635.198830409357,2256.2727272727275,5329.798644280363,10730.873831775702,2520.256880733945,2364.529411764706,4268.172,5182.244047619048,7435.005780346821,9556.455621301775,13224.442622950819,4908.284090909091,2709.5106382978724,2860.202205882353,6636.555555555556,4250.481981981982,3197.0314136125653,3043.154882154882,3646.3882352941177,6967.884615384615,5321.069852941177,4114.929824561404,2485.847389558233,16277.089947089948,4391.984293193717,1667.5863636363636,7054.046632124352,12122.070967741936,4200.956349206349,5168.117647058823,5784.664473684211,5468.149779735682,1924.56146179402,1834.8458149779735,2785.8770053475937,5084.873303167421,2793.1347150259066,7635.198830409357,2256.2727272727275,5329.798644280362
18,12023.033492822966,2490.9154929577467,2391.022099447514,4454.661224489796,5237.2760736196315,7453.166666666667,10531.615853658537,14068.99152542373,5087.918128654971,2777.8196721311474,2892.214285714286,6570.8267326732675,4558.832558139535,3235.2648648648646,3125.917808219178,3695.0975609756097,7262.04,5548.914179104478,4206.468468468468,2704.3636363636365,16529.77049180328,4493.016216216216,1649.7897196261683,7422.720430107527,12661.713333333333,4433.138775510204,5293.212851405622,6275.619047619048,6389.995475113122,1922.8215488215487,1808.5291479820628,2829.469945355191,5276.539170506912,2728.5714285714284,8480.042682926829,2169.55,5574.4683497026235,12023.033492822966,2490.9154929577467,2391.022099447514,4454.661224489796,5237.2760736196315,7453.166666666667,10531.615853658537,14068.99152542373,5087.918128654971,2777.8196721311474,2892.214285714286,6570.8267326732675,4558.832558139535,3235.2648648648646,3125.917808219178,3695.0975609756097,7262.04,5548.914179104478,4206.468468468468,2704.3636363636365,16529.77049180328,4493.016216216216,1649.7897196261683,7422.720430107527,12661.713333333333,4433.138775510204,5293.212851405622,6275.619047619048,6389.995475113122,1922.8215488215487,1808.5291479820628,2829.469945355191,5276.539170506912,2728.5714285714284,8480.042682926829,2169.55,5574.468349702623
19,12866.89705882353,2414.4444444444443,2462.074285714286,4548.157676348547,5290.229299363057,7425.919753086419,11604.867924528302,14743.991228070176,5276.198795180723,2762.3050847457625,2890.3015267175574,6437.872448979592,4775.185714285714,3218.6222222222223,3254.055944055944,3768.60625,7489.441379310345,5692.615969581749,4322.128440366972,2943.5611814345993,16215.033898305084,4434.145251396648,1647.6714285714286,7635.736263736264,13095.781690140846,4668.788381742738,5360.684426229508,6663.5,7239.9861751152075,1926.748275862069,1808.9817351598174,2863.752808988764,5414.872037914692,2651.0054644808743,9142.440251572327,2071.9448818897636,5750.793044399055,12866.89705882353,2414.4444444444443,2462.074285714286,4548.157676348547,5290.229299363057,7425.919753086419,11604.867924528302,14743.991228070176,5276.198795180723,2762.3050847457625,2890.3015267175574,6437.872448979592,4775.185714285714,3218.6222222222223,3254.055944055944,3768.60625,7489.441379310345,5692.615969581749,4322.128440366972,2943.5611814345993,16215.033898305084,4434.145251396648,1647.6714285714286,7635.736263736264,13095.781690140846,4668.788381742738,5360.684426229508,6663.5,7239.9861751152075,1926.748275862069,1808.9817351598174,2863.752808988764,5414.872037914692,2651.0054644808743,9142.440251572327,2071.9448818897636,5750.793044399056
20,13381.823232323231,2339.727722772277,2523.847953216374,4570.465811965812,5269.1578947368425,7403.636942675159,12460.183006535948,15306.871559633028,5329.1509433962265,2715.360465116279,2885.501945525292,6328.874345549738,4929.687804878049,3229.8793103448274,3358.334519572954,3865.279220779221,7662.8,5807.472868217054,4402.353773584906,3106.321888412017,15906.040462427745,4320.022988505747,1636.039603960396,7614.771428571428,13392.108695652174,4883.271186440678,5270.1596638655465,6890.231343283582,8074.306603773585,1932.5349650349651,1803.3831775700935,2902.8779069767443,5444.8,2559.598870056497,9651.598684210527,1964.0963855421687,5864.515921530753,13381.823232323231,2339.727722772277,2523.847953216374,4570.465811965812,5269.1578947368425,7403.636942675159,12460.183006535948,15306.871559633028,5329.1509433962265,2715.360465116279,2885.501945525292,6328.874345549738,4929.687804878049,3229.8793103448274,3358.334519572954,3865.279220779221,7662.8,5807.472868217054,4402.353773584906,3106.321888412017,15906.040462427745,4320.022988505747,1636.039603960396,7614.771428571428,13392.108695652174,4883.271186440678,5270.1596638655465,6890.231343283582,8074.306603773585,1932.5349650349651,1803.3831775700935,2902.8779069767443,5444.8,2559.598870056497,9651.598684210527,1964.0963855421687,5864.515921530751
21,13458.79381443299,2252.507614213198,2592.212121212121,4509.362445414848,5313.124137931034,7416.205298013245,12980.448979591836,16404.514285714286,5391.4,2570.775757575758,2892.1746031746034,6217.139784946236,5016.243781094528,3235.4226190476193,3412.6581818181817,4022.3061224489797,7751.873134328358,5996.699604743083,4417.56038647343,3205.308370044053,15543.993975903615,4117.065476190476,1607.2474747474748,7305.417647058824,13761.161538461538,5083.982683982684,5131.5364806866955,6886.361538461539,8858.699029126214,1930.1814946619218,1810.951690821256,2915.921686746988,5391.855721393034,2492.9767441860463,9922.176870748299,1868.004081632653,5935.674032695211,13458.79381443299,2252.507614213198,2592.212121212121,4509.362445414848,5313.124137931034,7416.205298013245,12980.448979591836,16404.514285714286,5391.4,2570.775757575758,2892.1746031746034,6217.139784946236,5016.243781094528,3235.4226190476193,3412.6581818181817,4022.3061224489797,7751.873134328358,5996.699604743083,4417.56038647343,3205.308370044053,15543.993975903615,4117.065476190476,1607.2474747474748,7305.417647058824,13761.161538461538,5083.982683982684,5131.5364806866955,6886.361538461539,8858.699029126214,1930.1814946619218,1810.951690821256,2915.921686746988,5391.855721393034,2492.9767441860463,9922.176870748299,1868.004081632653,5935.674032695213
