,0,1,2,3,4,5,6,7,8,mean
0,642.4241379310345,683.5882352941177,691.7530864197531,556.6538461538462,896.989898989899,787.1978021978022,724.8597285067873,589.240174672489,520.7598425196851,677.0518614094904
1,682.667808219178,773.4311111111111,751.0365853658536,625.6666666666666,936.535,845.8509090909091,881.0950226244344,674.0347826086957,571.1705426356589,749.0542698136118
2,754.2551020408164,875.640350877193,816.3185483870968,704.9887640449438,963.6813725490196,909.0541516245487,1089.3811659192825,768.6347826086957,632.8282442748092,834.9758313696007
3,871.2263513513514,969.1422413793103,883.2056451612904,790.7822878228782,993.3173076923077,982.9094202898551,1335.2687224669603,879.3577586206897,707.2509505703422,934.7178539283317
4,1039.3636363636363,1057.0344827586207,934.4596774193549,899.2783882783883,1023.3507109004739,1064.6043165467627,1579.5757575757575,1015.6923076923077,801.060606060606,1046.0466537328787
5,1257.6169491525425,1202.3826086956522,989.633064516129,1007.9520295202952,1054.9345794392523,1177.1612903225807,1830.837606837607,1170.327659574468,887.1622641509434,1175.3342280232746
6,1515.4880546075085,1368.3070175438597,1060.5403225806451,1126.910780669145,1111.0279069767441,1288.258064516129,2067.7606837606836,1355.1702127659576,972.0566037735849,1318.3910719104729
7,1767.786941580756,1575.4044444444444,1165.439024390244,1267.7715355805244,1192.2777777777778,1419.6546762589928,2298.5254237288136,1607.8326180257511,1029.6022727272727,1480.4771905016196
8,2024.6167247386759,1833.2567567567567,1273.5428571428572,1419.594696969697,1304.462962962963,1552.5884476534295,2512.551282051282,1935.186147186147,1082.3422053231939,1659.7935645316668
9,2304.8727915194345,2137.123287671233,1408.5,1589.5555555555557,1445.2764976958526,1713.3589743589744,2718.1637931034484,2292.3449781659388,1122.5249042145595,1859.080086920555
10,2650.6294964028775,2462.212962962963,1562.6371308016878,1754.5333333333333,1656.4816513761468,1837.3866171003717,2898.5840707964603,2625.2477876106195,1169.7743190661479,2068.609707716734
11,3067.587591240876,2827.9953051643192,1729.9442060085837,1869.8406374501992,1950.2568807339449,1969.5735849056605,3038.5585585585586,2874.4072398190046,1226.4274509803922,2283.843494984615
12,3533.6691449814125,3169.665071770335,1941.0044052863436,1910.9065040650407,2344.2672811059906,2067.272030651341,3143.4193548387098,3020.599078341014,1319.281746031746,2494.4538463413255
13,3940.6792452830186,3476.1666666666665,2161.3408071748877,1913.1652892561983,2830.5760368663596,2115.8470588235296,3232.961904761905,3113.146226415094,1431.26,2690.5714705830733
14,4270.3218390804595,3697.190954773869,2387.812785388128,1888.9789029535864,3377.6018518518517,2122.207171314741,3309.0582524271845,3195.4174757281553,1567.4308943089432,2868.4466808696575
15,4455.712062256809,3968.9274611398964,2561.9292452830186,1852.3896103896104,3972.4392523364486,2156.534693877551,3373.25,3314.138613861386,1694.9297520661157,3038.9167434678707
16,4542.996031746032,4172.714285714285,2583.9326923076924,1809.5619469026549,4524.671361502347,2214.9246861924685,3432.964285714286,3540.6852791878173,1816.0210084033613,3182.0523975189935
17,4638.275303643724,4288.417582417583,2500.103448275862,1767.6923076923076,5084.8708133971295,2281.4,3506.136842105263,3833.528795811518,1908.823275862069,3312.1387076894953
18,4687.471074380165,4337.011235955056,2384.3838383838383,1727.5622119815669,5565.582524271845,2359.2380952380954,3588.358695652174,4233.747311827957,1959.4035087719299,3426.973166273625
19,4795.5780590717295,4318.5321637426905,2313.7708333333335,1669.5924170616113,5975.024752475248,2436.031111111111,3683.5055555555555,4697.209944751381,1977.2780269058296,3540.7247626676103
20,4847.806034482759,4345.715151515152,2254.532258064516,1608.4829268292683,6332.628140703518,2532.8045454545454,3791.1828571428573,5265.68,1952.394495412844,3659.0251566228285
21,4884.062222222222,4330.515527950311,2221.4055555555556,1563.6331658291458,6567.116751269035,2659.493023255814,3895.894117647059,5780.5207100591715,1917.2877358490566,3757.7698677374856
22,4799.918181818181,4357.352564102564,2115.137142857143,1538.8410256410257,6733.9794871794875,2818.209523809524,4011.7454545454543,6213.341463414634,1894.3285024154588,3831.4281495314976
23,4646.288372093023,4388.3288590604025,2011.172619047619,1524.390374331551,6834.046875,2959.2195121951218,4113.459627329193,6511.145569620253,1872.7910447761194,3873.426983717031
24,4473.884615384615,4372.458333333333,1850.0121951219512,1510.9285714285713,6871.185185185185,3123.53,4176.211538461538,6729.12582781457,1840.9128205128204,3883.1387874713982
25,4268.731343283582,4405.702898550725,1712.2327044025158,1488.4488636363637,6842.865591397849,3237.1082474226805,4287.3311258278145,6825.712328767123,1821.0842105263157,3876.5797015349963
26,3940.1701030927834,4399.098484848485,1555.592105263158,1477.9467455621302,6779.619565217391,3311.5661375661375,4401.630136986301,6756.879432624113,1773.97311827957,3821.830647715563
